iteration,distance,ee_x,ee_y,ee_z,target_x,target_y,target_z,error_x,error_y,error_z,qpos_0,qpos_1,qpos_2,qpos_3,qpos_4,qpos_5,qpos_6,qpos_7,qpos_8,qpos_9
45,0.30892569548433785,0.5820017164157996,0.0,0.4878435895488513,0.5,0.0,0.19,-0.08200171641579956,0.0,-0.2978435895488513,0.0,0.9315322005054776,0.0,-0.48759943917703,0.0,0.04309028066616743,0.0,0.0,0.0,0.5
46,0.3004841001500261,0.5842709763708307,0.0,0.4784252017152416,0.5,0.0,0.19,-0.0842709763708307,0.0,-0.2884252017152416,0.0,0.9443840437232284,0.0,-0.49403824270953156,0.0,0.04448361259970987,0.0,0.0,0.0,0.5
47,0.29226590323823254,0.5863266835486929,0.0,0.46922582599599155,0.5,0.0,0.19,-0.08632668354869288,0.0,-0.27922582599599155,0.0,0.9568851117615204,0.0,-0.5003146443128791,0.0,0.045845850524572455,0.0,0.0,0.0,0.5
48,0.2842693191942209,0.5881815291843709,0.0,0.46024630200217687,0.5,0.0,0.19,-0.08818152918437094,0.0,-0.27024630200217686,0.0,0.969041722061157,0.0,-0.5064311859890503,0.0,0.047176255238774535,0.0,0.0,0.0,0.5
49,0.2764922502258654,0.5898477523259888,0.0,0.4514867985901589,0.5,0.0,0.19,-0.08984775232598885,0.0,-0.2614867985901589,0.0,0.9808603708351133,0.0,-0.512390547293699,0.0,0.048474216702154745,0.0,0.0,0.0,0.5
50,0.26893231876191676,0.5913371242895513,0.0,0.44294687545248757,0.5,0.0,0.19,-0.09133712428955132,0.0,-0.25294687545248756,0.0,0.992347701065329,0.0,-0.5181955254264949,0.0,0.049739244789279276,0.0,0.0,0.0,0.5
51,0.2615868981619419,0.592660938247645,0.0,0.4346255420291436,0.5,0.0,0.19,-0.09266093824764499,0.0,-0.2446255420291436,0.0,1.003510472785301,0.0,-0.52384901668103,0.0,0.05097096039340809,0.0,0.0,0.0,0.5
52,0.25445314162385474,0.5938300033756659,0.0,0.42652131351904,0.5,0.0,0.19,-0.09383000337566594,0.0,-0.23652131351904,0.0,1.0143555356000198,0.0,-0.5293539992349279,0.0,0.052169086902264745,0.0,0.0,0.0,0.5
53,0.24752800926228294,0.5948546430068384,0.0,0.4186322638417292,0.5,0.0,0.19,-0.09485464300683843,0.0,-0.2286322638417292,0.0,1.024889803379399,0.0,-0.5347135172495516,0.0,0.05333344206005025,0.0,0.0,0.0,0.5
54,0.24080829335450954,0.595744696279291,0.0,0.41095607546002855,0.5,0.0,0.19,-0.09574469627929105,0.0,-0.22095607546002854,0.0,1.0351202310490664,0.0,-0.539930666239602,0.0,0.054463930224605994,0.0,0.0,0.0,0.5
55,0.2342906417706139,0.5965095227933029,0.0,0.4034900860262487,0.5,0.0,0.19,-0.09650952279330294,0.0,-0.2134900860262487,0.0,1.0450537933929025,0.0,-0.5450085796657235,0.0,0.05556053502382399,0.0,0.0,0.0,0.5
56,0.22797157962105313,0.5971580098333422,0.0,0.3962313318585281,0.5,0.0,0.19,-0.09715800983334222,0.0,-0.2062313318585281,0.0,1.054697465774708,0.0,-0.5499504166977792,0.0,0.056623312411276286,0.0,0.0,0.0,0.5
57,0.22184752916855743,0.5976985817466584,0.0,0.38917658829010365,0.5,0.0,0.19,-0.09769858174665835,0.0,-0.19917658829010365,0.0,1.0640582066815425,0.0,-0.5547593510925053,0.0,0.0576523841175373,0.0,0.0,0.0,0.5
58,0.21591482806217452,0.5981392111071644,0.0,0.382322406963884,0.5,0.0,0.19,-0.09813921110716439,0.0,-0.19232240696388397,0.0,1.0731429419883285,0.0,-0.5594385611266222,0.0,0.05864793149074937,0.0,0.0,0.0,0.5
59,0.2101697459599232,0.5984874313294939,0.0,0.3756651501681909,0.5,0.0,0.19,-0.09848743132949389,0.0,-0.1856651501681909,0.0,1.0819585508419498,0.0,-0.5639912205249673,0.0,0.0596101897175768,0.0,0.0,0.0,0.5
60,0.2046084996130694,0.5987503504329503,0.0,0.3692010223276668,0.5,0.0,0.19,-0.09875035043295033,0.0,-0.17920102232766677,0.0,1.0905118530630868,0.0,-0.5684204903226614,0.0,0.060539442413755126,0.0,0.0,0.0,0.5
61,0.19922726648981784,0.5989346656882093,0.0,0.3629260987768103,0.5,0.0,0.19,-0.0989346656882093,0.0,-0.1729260987768103,0.0,1.0988095979651464,0.0,-0.5727295116005581,0.0,0.06143601657191681,0.0,0.0,0.0,0.5
62,0.1940221970194842,0.5990466789108376,0.0,0.356836351953047,0.5,0.0,0.19,-0.09904667891083763,0.0,-0.16683635195304702,0.0,1.106858454491692,0.0,-0.5769213990341295,0.0,0.062300277853212974,0.0,0.0,0.0,0.5
63,0.18898942554018944,0.5990923121947846,0.0,0.3509276751522315,0.5,0.0,0.19,-0.09909231219478465,0.0,-0.1609276751522315,0.0,1.1146650025765539,0.0,-0.580999235197363,0.0,0.06313262620840765,0.0,0.0,0.0,0.5
64,0.18412508003403544,0.599077123905904,0.0,0.34519590399258,0.5,0.0,0.19,-0.09907712390590395,0.0,-0.15519590399258,0.0,1.1222357256341515,0.0,-0.5849660655650898,0.0,0.0639334918135519,0.0,0.0,0.0,0.5
65,0.17942529073375973,0.5990063247802309,0.0,0.3396368357337379,0.5,0.0,0.19,-0.09900632478023086,0.0,-0.14963683573373787,0.0,1.1295770040913382,0.0,-0.5888248941593326,0.0,0.06470333130501198,0.0,0.0,0.0,0.5
66,0.17488619768416472,0.5988847939942135,0.0,0.3342462465963905,0.5,0.0,0.19,-0.09888479399421346,0.0,-0.14424624659639051,0.0,1.1366951098761735,0.0,-0.5925786797876554,0.0,0.06544262429849208,0.0,0.0,0.0,0.5
67,0.1705039573403832,0.5987170950944397,0.0,0.32901990722499624,0.5,0.0,0.19,-0.09871709509443971,0.0,-0.13901990722499624,0.0,1.143596201783323,0.0,-0.5962303328240639,0.0,0.06615187017672608,0.0,0.0,0.0,0.5
68,0.16627474828328656,0.5985074916926606,0.0,0.32395359643208804,0.5,0.0,0.19,-0.0985074916926606,0.0,-0.13395359643208804,0.0,1.1502863216402033,0.0,-0.5997827124856687,0.0,0.0668315851306851,0.0,0.0,0.0,0.5
69,0.1621947761302768,0.598259962848255,0.0,0.31904311335755253,0.5,0.0,0.19,-0.098259962848255,0.0,-0.12904311335755253,0.0,1.1567713912024509,0.0,-0.6032386245610386,0.0,0.0674822994394337,0.0,0.0,0.0,0.5
70,0.1582602777173167,0.5979782180747829,0.0,0.31428428817051857,0.5,0.0,0.19,-0.09797821807478291,0.0,-0.12428428817051856,0.0,1.163057209711737,0.0,-0.606600819548894,0.0,0.06810455497414397,0.0,0.0,0.0,0.5
71,0.15446752462545263,0.5976657119200769,0.0,0.3096729914352414,0.5,0.0,0.19,-0.09766571192007689,0.0,-0.1196729914352414,0.0,1.1691494520533334,0.0,-0.6098719911684872,0.0,0.06869890291222469,0.0,0.0,0.0,0.5
72,0.1508128261222937,0.5973256580805677,0.0,0.30520514225579354,0.5,0.0,0.19,-0.0973256580805677,0.0,-0.11520514225579354,0.0,1.1750536674551089,0.0,-0.6130547752056599,0.0,0.06926590164802485,0.0,0.0,0.0,0.5
73,0.14729253158597572,0.5969610430203477,0.0,0.3008767153076422,0.5,0.0,0.19,-0.09696104302034769,0.0,-0.1108767153076422,0.0,1.1807752786737824,0.0,-0.6161517486611325,0.0,0.06980611488711264,0.0,0.0,0.0,0.5
74,0.14390303247606212,0.5965746390739798,0.0,0.29668374685741555,0.5,0.0,0.19,-0.09657463907397978,0.0,-0.10668374685741555,0.0,1.1863195816182408,0.0,-0.6191654291700577,0.0,0.07032010991170025,0.0,0.0,0.0,0.5
75,0.1406407639126301,0.5961690170193783,0.0,0.29262233986542446,0.5,0.0,0.19,-0.0961690170193783,0.0,-0.10262233986542446,0.0,1.1916917453635438,0.0,-0.6220982746642358,0.0,0.07080845600537038,0.0,0.0,0.0,0.5
76,0.13750220592148965,0.5957465581133634,0.0,0.2886886682589246,0.5,0.0,0.19,-0.09574655811336341,0.0,-0.09868866825892458,0.0,1.1968968125128625,0.0,-0.6249526832506521,0.0,0.07127172302585438,0.0,0.0,0.0,0.5
77,0.134483884400033,0.5953094655877982,0.0,0.2848789804576849,0.5,0.0,0.19,-0.09530946558779818,0.0,-0.09487898045768489,0.0,1.2019396998680363,0.0,-0.6277309932821269,0.0,0.07171048011520614,0.0,0.0,0.0,0.5
78,0.13158237185465352,0.5948597756086814,0.0,0.2811896022272656,0.5,0.0,0.19,-0.09485977560868142,0.0,-0.09118960222726558,0.0,1.2068251993726682,0.0,-0.6304354835978936,0.0,0.07212529453730468,0.0,0.0,0.0,0.5
79,0.12879428795700365,0.5943993677043153,0.0,0.27761693892950745,0.5,0.0,0.19,-0.09439936770431534,0.0,-0.08761693892950745,0.0,1.2115579792947222,0.0,-0.6330683739138098,0.0,0.07251673063319725,0.0,0.0,0.0,0.5
80,0.12611629996253348,0.5939299746717047,0.0,0.2741574772341272,0.5,0.0,0.19,-0.09392997467170472,0.0,-0.0841574772341272,0.0,1.2161425856184398,0.0,-0.6356318253436812,0.0,0.07288534888535905,0.0,0.0,0.0,0.5
81,0.12354512303082425,0.5934531919728461,0.0,0.2708077863500039,0.5,0.0,0.19,-0.09345319197284607,0.0,-0.08080778635000391,0.0,1.2205834436180492,0.0,-0.6381279410348352,0.0,0.07323170508249321,0.0,0.0,0.0,0.5
82,0.12107752048318692,0.5929704866345431,0.0,0.26756451882976384,0.5,0.0,0.19,-0.0929704866345431,0.0,-0.07756451882976384,0.0,1.2248848595882187,0.0,-0.6405587669026154,0.0,0.07355634957702256,0.0,0.0,0.0,0.5
83,0.11871030402883863,0.5924832056669298,0.0,0.2644244109965787,0.5,0.0,0.19,-0.0924832056669298,0.0,-0.0744244109965787,0.0,1.2290510227085085,0.0,-0.6429262924499035,0.0,0.07385982662793177,0.0,0.0,0.0,0.5
84,0.11644033398674718,0.5919925840170407,0.0,0.26138428303774536,0.5,0.0,0.19,-0.09199258401704069,0.0,-0.07138428303774536,0.0,1.2330860070212013,0.0,-0.6452324516590887,0.0,0.07414267382210313,0.0,0.0,0.0,0.5
85,0.11426451952595569,0.5914997520746194,0.0,0.25844103880553465,0.5,0.0,0.19,-0.09149975207461936,0.0,-0.06844103880553465,0.0,1.236993773503866,0.0,-0.6474791239451293,0.0,0.0744054215677513,0.0,0.0,0.0,0.5
86,0.11217981894291251,0.5910057427479033,0.0,0.25559166536204947,0.5,0.0,0.19,-0.0910057427479033,0.0,-0.06559166536204947,0.0,1.240778172219821,0.0,-0.6496681351594727,0.0,0.07464859265400088,0.0,0.0,0.0,0.5
87,0.11018323999007461,0.5905114981274608,0.0,0.25283323230133103,0.5,0.0,0.19,-0.09051149812746084,0.0,-0.06283323230133103,0.0,1.244442944531339,0.0,-0.6518012586356334,0.0,0.07487270187106652,0.0,0.0,0.0,0.5
88,0.10827184026589025,0.590017875756283,0.0,0.250162890878754,0.5,0.0,0.19,-0.09001787575628295,0.0,-0.06016289087875398,0.0,1.2479917253619703,0.0,-0.6538802162681733,0.0,0.07507825568588782,0.0,0.0,0.0,0.5
89,0.10644272767221287,0.5895256545242769,0.0,0.24757787297478695,0.5,0.0,0.19,-0.08952565452427685,0.0,-0.05757787297478695,0.0,1.2514280454957725,0.0,-0.6559066796176991,0.0,0.075265751968441,0.0,0.0,0.0,0.5
90,0.10469306094137784,0.5890355402051614,0.0,0.24507548991747735,0.5,0.0,0.19,-0.08903554020516136,0.0,-0.05507548991747735,0.0,1.2547553339025217,0.0,-0.6578822710352825,0.0,0.07543567976429823,0.0,0.0,0.0,0.5
91,0.1030200502315631,0.588548170653445,0.0,0.24265313118554457,0.5,0.0,0.19,-0.088548170653445,0.0,-0.05265313118554457,0.0,1.2579769200791677,0.0,-0.6598085648004312,0.0,0.07558851910933116,0.0,0.0,0.0,0.5
92,0.1014209577857757,0.5880641206788099,0.0,0.2403082630116774,0.5,0.0,0.19,-0.08806412067880987,0.0,-0.0503082630116774,0.0,1.261096036398865,0.0,-0.6616870882673991,0.0,0.07572474088276272,0.0,0.0,0.0,0.5
93,0.09989309864686292,0.5875839066147568,0.0,0.23803842690356802,0.5,0.0,0.19,-0.08758390661475679,0.0,-0.04803842690356802,0.0,1.2641158204598977,0.0,-0.6635193230152235,0.0,0.0758448066950568,0.0,0.0,0.0,0.5
94,0.09843384141841437,0.5871079905978729,0.0,0.2358412380983153,0.5,0.0,0.19,-0.08710799059787289,0.0,-0.04584123809831531,0.0,1.2670393174277133,0.0,-0.6653067059974196,0.0,0.07594916880740396,0.0,0.0,0.0,0.5
95,0.09704060905930756,0.586636784573523,0.0,0.233714383964118,0.5,0.0,0.19,-0.08663678457352297,0.0,-0.043714383964118,0.0,1.2698694823640855,0.0,-0.6670506306877566,0.0,0.07603827007981095,0.0,0.0,0.0,0.5
96,0.09571087969799066,0.5861706540431841,0.0,0.2316556223616106,0.5,0.0,0.19,-0.08617065404318414,0.0,-0.041655622361610606,0.0,1.2726091825381713,0.0,-0.6687524482189879,0.0,0.07611254394503471,0.0,0.0,0.0,0.5
97,0.09444218745142255,0.5857099215680545,0.0,0.2296627799757857,0.5,0.0,0.19,-0.08570992156805446,0.0,-0.03966277997578571,0.0,1.2752611997148897,0.0,-0.670413468511809,0.0,0.07617241440581843,0.0,0.0,0.0,0.5
98,0.0932321232328555,0.5852548700429383,0.0,0.22773375062815854,0.5,0.0,0.19,-0.0852548700429383,0.0,-0.037733750628158536,0.0,1.2778282324166597,0.0,-0.6720349613916834,0.0,0.0762182960530892,0.0,0.0,0.0,0.5
99,0.09207833553239435,0.5848057457538026,0.0,0.22586649357767757,0.5,0.0,0.19,-0.08480574575380262,0.0,-0.03586649357767757,0.0,1.2803128981550773,0.0,-0.6736181576915025,0.0,0.07625059410296364,0.0,0.0,0.0,0.5
100,0.09097853115443767,0.5843627612317811,0.0,0.22405903181783765,0.5,0.0,0.19,-0.0843627612317811,0.0,-0.03405903181783765,0.0,1.282717735629608,0.0,-0.6751642503383449,0.0,0.07626970445058236,0.0,0.0,0.0,0.5
101,0.08993047589667608,0.5839260979157891,0.0,0.2223094503765078,0.5,0.0,0.19,-0.08392609791578909,0.0,-0.03230945037650779,0.0,1.2850452068908131,0.0,-0.676674395422862,0.0,0.07627601373895516,0.0,0.0,0.0,0.5
102,0.08893199515625905,0.5834959086353104,0.0,0.22061589462414544,0.5,0.0,0.19,-0.08349590863531042,0.0,-0.030615894624145434,0.0,1.2872976994660301,0.0,-0.6781497132500556,0.0,0.07626989944114866,0.0,0.0,0.0,0.5
103,0.08798097444999009,0.5830723199243384,0.0,0.21897656859530096,0.5,0.0,0.19,-0.08307231992433839,0.0,-0.028976568595300956,0.0,1.2894775284457838,0.0,-0.6795912893704282,0.0,0.07625172995428613,0.0,0.0,0.0,0.5
104,0.08707535983689874,0.5826554341768664,0.0,0.2173897333276377,0.5,0.0,0.19,-0.08265543417686638,0.0,-0.027389733327637694,0.0,1.2915869385295302,0.0,-0.6810001755906755,0.0,0.07622186470395802,0.0,0.0,0.0,0.5
105,0.08621315823324673,0.5822453316537821,0.0,0.2158537052220803,0.5,0.0,0.19,-0.08224533165378212,0.0,-0.025853705222080303,0.0,1.293628106029619,0.0,-0.6823773909632586,0.0,0.0761806542577598,0.0,0.0,0.0,0.5
106,0.08539243761185492,0.581842072350474,0.0,0.21436685442715797,0.5,0.0,0.19,-0.08184207235047403,0.0,-0.02436685442715797,0.0,1.2956031408326216,0.0,-0.6837239227543479,0.0,0.07612844044678341,0.0,0.0,0.0,0.5
107,0.08461132707955982,0.5814456977339463,0.0,0.21292760325011995,0.5,0.0,0.19,-0.08144569773394628,0.0,-0.022927603250119943,0.0,1.2975140883173975,0.0,-0.6850407273897626,0.0,0.07606555649398986,0.0,0.0,0.0,0.5
108,0.08386801682855713,0.581056232357744,0.0,0.21153442459696947,0.5,0.0,0.19,-0.08105623235774395,0.0,-0.02153442459696947,0.0,1.2993629312294785,0.0,-0.6863287313786474,0.0,0.07599232714848406,0.0,0.0,0.0,0.5
109,0.08316075795930668,0.5806736853625101,0.0,0.21018584044316999,0.5,0.0,0.19,-0.08067368536251007,0.0,-0.020185840443169983,0.0,1.30115159151153,0.0,-0.6875888322147351,0.0,0.07590906882479886,0.0,0.0,0.0,0.5
110,0.08248786217453709,0.5802980518695484,0.0,0.20888042033644216,0.5,0.0,0.19,-0.08029805186954841,0.0,-0.01888042033644216,0.0,1.3028819320898037,0.0,-0.6888218992551349,0.0,0.07581608974637523,0.0,0.0,0.0,0.5
