iteration,distance,ee_x,ee_y,ee_z,target_x,target_y,target_z,error_x,error_y,error_z,qpos_0,qpos_1,qpos_2,qpos_3,qpos_4,qpos_5,qpos_6,qpos_7,qpos_8,qpos_9
111,0.08184770134563349,0.579929314274331,0.0,0.20761677993275834,0.5,0.0,0.19,-0.07992931427433103,0.0,-0.017616779932758342,0.0,1.304555758616649,0.0,-0.6900287745766666,0.0,0.07571369009249831,0.0,0.0,0.0,0.5
112,0.08123870695430296,0.5795674434464742,0.0,0.20639357956638055,0.5,0.0,0.19,-0.07956744344647415,0.0,-0.016393579566380545,0.0,1.3061748211692576,0.0,-0.6912102738098322,0.0,0.07560216214801709,0.0,0.0,0.0,0.5
113,0.08065936941386796,0.579212399842322,0.0,0.20520952285454505,0.5,0.0,0.19,-0.07921239984232198,0.0,-0.015209522854545049,0.0,1.3077408159049406,0.0,-0.69236718695058,0.0,0.07548179045523709,0.0,0.0,0.0,0.5
114,0.08010823727580399,0.5788641345358989,0.0,0.20406335533719275,0.5,0.0,0.19,-0.07886413453589891,0.0,-0.014063355337192746,0.0,1.3092553866733185,0.0,-0.6935002791500636,0.0,0.07535285196743335,0.0,0.0,0.0,0.5
115,0.0795839163282235,0.5785225901736432,0.0,0.20295386315196196,0.5,0.0,0.19,-0.07852259017364316,0.0,-0.012953863151961953,0.0,1.310720126585897,0.0,-0.6946102914826537,0.0,0.0752156162034827,0.0,0.0,0.0,0.5
116,0.07908506859389774,0.5781877018580017,0.0,0.20187987174449895,0.5,0.0,0.19,-0.07818770185800172,0.0,-0.011879871744498949,0.0,1.312136579543562,0.0,-0.6956979416924892,0.0,0.07507034540316374,0.0,0.0,0.0,0.5
117,0.07861041123610195,0.5778593979646485,0.0,0.20084024461400934,0.5,0.0,0.19,-0.07785939796464847,0.0,-0.010840244614009342,0.0,1.3135062417225976,0.0,-0.6967639249188966,0.0,0.07491729468271659,0.0,0.0,0.0,0.5
118,0.07815871538108307,0.5775376008977936,0.0,0.19983388209384423,0.5,0.0,0.19,-0.0775376008977936,0.0,-0.009833882093844226,0.0,1.3148305630198736,0.0,-0.6978089144010292,0.0,0.07475671219029582,0.0,0.0,0.0,0.5
119,0.07772880486628041,0.5772222277877679,0.0,0.19885972016682169,0.5,0.0,0.19,-0.07722222778776788,0.0,-0.008859720166821683,0.0,1.3161109484578981,0.0,-0.6988335621621035,0.0,0.07458883926098715,0.0,0.0,0.0,0.5
120,0.07731955492360491,0.5769131911348052,0.0,0.1979167293148924,0.5,0.0,0.19,-0.07691319113480521,0.0,-0.007916729314892401,0.0,1.317348759550463,0.0,-0.6998384996736279,0.0,0.07441391057109316,0.0,0.0,0.0,0.5
121,0.07692989080710062,0.5766103994026935,0.0,0.197003913402677,0.5,0.0,0.19,-0.07661039940269354,0.0,-0.007003913402677003,0.0,1.3185453156296407,0.0,-0.7008243385000354,0.0,0.07423215429142473,0.0,0.0,0.0,0.5
122,0.0765587863742062,0.5763137575657313,0.0,0.1961203085943541,0.5,0.0,0.19,-0.07631375756573133,0.0,-0.006120308594354085,0.0,1.3197018951349146,0.0,-0.7017916709241436,0.0,0.07404379223936362,0.0,0.0,0.0,0.5
123,0.0762052626296097,0.5760231676122065,0.0,0.1952649823033077,0.5,0.0,0.19,-0.07602316761220651,0.0,-0.005264982303307686,0.0,1.3208197368652408,0.0,-0.7027410705538734,0.0,0.07384904002948861,0.0,0.0,0.0,0.5
124,0.07586838624037145,0.5757385290074071,0.0,0.19443703217391337,0.5,0.0,0.19,-0.07573852900740707,0.0,-0.004437032173913363,0.0,1.3219000411948567,0.0,-0.7036730929106663,0.0,0.0736481072225811,0.0,0.0,0.0,0.5
125,0.07554726803058598,0.5754597391189744,0.0,0.19363558509479867,0.5,0.0,0.19,-0.07545973911897441,0.0,-0.0036355850947986657,0.0,1.322943971253658,0.0,-0.7045882760000427,0.0,0.07344119747284905,0.0,0.0,0.0,0.5
126,0.07524106146339982,0.5751866936072352,0.0,0.19285979624289043,0.5,0.0,0.19,-0.07518669360723518,0.0,-0.0028597962428904278,0.0,1.323952654072971,0.0,-0.7054871408647461,0.0,0.07322850867322793,0.0,0.0,0.0,0.5
127,0.07494896111768148,0.5749192867829652,0.0,0.19210884815753596,0.5,0.0,0.19,-0.07491928678296522,0.0,-0.002108848157535953,0.0,1.3249271816975532,0.0,-0.7063701921209186,0.0,0.07301023309863575,0.0,0.0,0.0,0.5
128,0.07467020116610366,0.5746574119348852,0.0,0.19138194984397136,0.5,0.0,0.19,-0.07465741193488518,0.0,-0.0013819498439713584,0.0,1.3258686122646517,0.0,-0.7072379184777531,0.0,0.07278655754707669,0.0,0.0,0.0,0.5
129,0.0744040538608339,0.5744009616290362,0.0,0.1906783359054001,0.5,0.0,0.19,-0.0744009616290362,0.0,-0.0006783359054000904,0.0,1.3267779710509455,0.0,-0.7080907932410622,0.0,0.07255766347850273,0.0,0.0,0.0,0.5
130,0.07414982803245075,0.5741498279820367,0.0,0.18999726570293304,0.5,0.0,0.19,-0.07414982798203673,0.0,2.734297066958602e-06,0.0,1.3276562514881978,0.0,-0.708929274801203,0.0,0.07232372715135688,0.0,0.0,0.0,0.5
131,0.07390686760713361,0.5739039029100922,0.0,0.18933802254264895,0.5,0.0,0.19,-0.07390390291009219,0.0,0.000661977457351054,0.0,1.3285044161484296,0.0,-0.7097538071057916,0.0,0.07208491975673455,0.0,0.0,0.0,0.5
132,0.07367455014661396,0.5736630783555086,0.0,0.18869991288901758,0.5,0.0,0.19,-0.07366307835550856,0.0,0.001300087110982423,0.0,1.329323397699427,0.0,-0.7105648201176333,0.0,0.07184140755011097,0.0,0.0,0.0,0.5
133,0.07345228541481827,0.5734272464923351,0.0,0.188082265603952,0.5,0.0,0.19,-0.07342724649233512,0.0,0.0019177343960480042,0.0,1.3301140998313747,0.0,-0.7113627302582926,0.0,0.07159335198059329,0.0,0.0,0.0,0.5
134,0.07323951397461469,0.5731962999126615,0.0,0.18748443121074254,0.5,0.0,0.19,-0.07319629991266152,0.0,0.0025155687892574607,0.0,1.3308773981554052,0.0,-0.7121479408377147,0.0,0.07134090981766542,0.0,0.0,0.0,0.5
135,0.07303570581756819,0.5729701317949858,0.0,0.1869057811821451,0.5,0.0,0.19,-0.07297013179498579,0.0,0.0030942188178549046,0.0,1.3316141410748357,0.0,-0.7129208424703092,0.0,0.07108423327540253,0.0,0.0,0.0,0.5
136,0.07284035902913881,0.5727486360559773,0.0,0.18634570725190105,0.5,0.0,0.19,-0.07274863605597726,0.0,0.0036542927480989473,0.0,1.3323251506298561,0.0,-0.7136818134778915,0.0,0.07082347013413967,0.0,0.0,0.0,0.5
137,0.07265299849131926,0.5725317074868725,0.0,0.18580362074897952,0.5,0.0,0.19,-0.07253170748687254,0.0,0.004196379251020482,0.0,1.3330112233164126,0.0,-0.7144312202798767,0.0,0.07055876385958638,0.0,0.0,0.0,0.5
138,0.07247317462428488,0.5723192418756442,0.0,0.18527895195383914,0.5,0.0,0.19,-0.0723192418756442,0.0,0.004721048046160858,0.0,1.3336731308800216,0.0,-0.7151694177711063,0.0,0.07029025371938524,0.0,0.0,0.0,0.5
139,0.07230046216827604,0.5721111361160277,0.0,0.1847711494760283,0.5,0.0,0.19,-0.07211113611602771,0.0,0.0052288505239717065,0.0,1.3343116210852326,0.0,-0.7158967496876835,0.0,0.07001807489711828,0.0,0.0,0.0,0.5
140,0.07213445900656797,0.5719072883043969,0.0,0.1842796796524507,0.5,0.0,0.19,-0.07190728830439685,0.0,0.005720320347549296,0.0,1.334927418461441,0.0,-0.7166135489611806,0.0,0.06974235860377004,0.0,0.0,0.0,0.5
141,0.07197478503008022,0.5717075978254172,0.0,0.18380402596563902,0.5,0.0,0.19,-0.07170759782541725,0.0,0.006195974034360979,0.0,1.3355212250257413,0.0,-0.7173201380615776,0.0,0.06946323218666103,0.0,0.0,0.0,0.5
142,0.07182108104390666,0.5715119654273514,0.0,0.18334368848139534,0.5,0.0,0.19,-0.07151196542735139,0.0,0.006656311518604657,0.0,1.3360937209834898,0.0,-0.7180168293292769,0.0,0.06918081923586913,0.0,0.0,0.0,0.5
143,0.0716730077157854,0.5713202932878164,0.0,0.18289818330517585,0.5,0.0,0.19,-0.07132029328781642,0.0,0.0071018166948241535,0.0,1.3366455654072344,0.0,-0.718703925296534,0.0,0.06889523968816025,0.0,0.0,0.0,0.5
144,0.07153024456631578,0.5711324850707464,0.0,0.1824670420566032,0.5,0.0,0.19,-0.07113248507074643,0.0,0.007532957943396812,0.0,1.337177396894654,0.0,-0.719381718998634,0.0,0.06860660992845281,0.0,0.0,0.0,0.5
145,0.07139248900053781,0.5709484459752608,0.0,0.18204981136152074,0.5,0.0,0.19,-0.07094844597526084,0.0,0.007950188638479266,0.0,1.3376898342061276,0.0,-0.7200504942751339,0.0,0.06831504288884359,0.0,0.0,0.0,0.5
146,0.07125945538031582,0.5707680827770837,0.0,0.1816460523610061,0.5,0.0,0.19,-0.07076808277708369,0.0,0.008353947638993914,0.0,1.3381834768825454,0.0,-0.720710526061483,0.0,0.0680206481452246,0.0,0.0,0.0,0.5
147,0.07113087413683725,0.5705913038631258,0.0,0.18125534023678355,0.5,0.0,0.19,-0.07059130386312584,0.0,0.00874465976321645,0.0,1.3386589058439555,0.0,-0.7213620806713248,0.0,0.06772353201152341,0.0,0.0,0.0,0.5
148,0.07100649092240297,0.5704180192597866,0.0,0.18087726375249102,0.5,0.0,0.19,-0.07041801925978664,0.0,0.009122736247508978,0.0,1.3391166839696211,0.0,-0.7220054160697742,0.0,0.06742379763160071,0.0,0.0,0.0,0.5
149,0.0708860658005921,0.5702481406554991,0.0,0.18051142481027385,0.5,0.0,0.19,-0.07024814065549911,0.0,0.00948857518972615,0.0,1.3395573566600527,0.0,-0.722640782137957,0.0,0.0671215450688409,0.0,0.0,0.0,0.5
150,0.07076937247379979,0.570081581418004,0.0,0.18015743802218734,0.5,0.0,0.19,-0.07008158141800402,0.0,0.009842561977812664,0.0,1.3399814523815625,0.0,-0.7232684209290885,0.0,0.06681687139347274,0.0,0.0,0.0,0.5
151,0.0706561975470819,0.5699182566068064,0.0,0.1798149302959167,0.5,0.0,0.19,-0.0699182566068064,0.0,0.01018506970408331,0.0,1.340389483193872,0.0,-0.7238885669163614,0.0,0.06650987076765832,0.0,0.0,0.0,0.5
152,0.07054633982718388,0.5697580829812293,0.0,0.17948354043432702,0.5,0.0,0.19,-0.06975808298122932,0.0,0.010516459565672986,0.0,1.3407819452612906,0.0,-0.724501447232904,0.0,0.06620063452838953,0.0,0.0,0.0,0.5
153,0.07043960965559908,0.5696009790044575,0.0,0.1791629187483791,0.5,0.0,0.19,-0.0696009790044575,0.0,0.01083708125162089,0.0,1.341159319347969,0.0,-0.7251072819040624,0.0,0.06588925126823202,0.0,0.0,0.0,0.5
154,0.07033582827446835,0.5694468648439271,0.0,0.17885272668295887,0.5,0.0,0.19,-0.06944686484392715,0.0,0.011147273317041129,0.0,1.3415220712977152,0.0,-0.7257062840722526,0.0,0.06557580691395734,0.0,0.0,0.0,0.5
155,0.0702348272241271,0.5692956623684033,0.0,0.17855263645518168,0.5,0.0,0.19,-0.06929566236840334,0.0,0.011447363544818318,0.0,1.341870652498848,0.0,-0.7262986602146204,0.0,0.06526038480310445,0.0,0.0,0.0,0.5
156,0.07013644777108351,0.569147295142046,0.0,0.17826233070474767,0.5,0.0,0.19,-0.06914729514204598,0.0,0.011737669295252329,0.0,1.3422055003345497,0.0,-0.726884610353741,0.0,0.06494306575851184,0.0,0.0,0.0,0.5
157,0.07004054036523114,0.5690016884157622,0.0,0.17798150215594113,0.5,0.0,0.19,-0.06900168841576215,0.0,0.012018497844058867,0.0,1.3425270386191646,0.0,-0.7274643282615806,0.0,0.06462392816086218,0.0,0.0,0.0,0.5
158,0.06994696412508765,0.5688587691161011,0.0,0.17770985329087657,0.5,0.0,0.19,-0.06885876911610112,0.0,0.012290146709123428,0.0,1.3428356780208786,0.0,-0.7280380016569387,0.0,0.0643030480192811,0.0,0.0,0.0,0.5
159,0.0698555863498824,0.5687184658319464,0.0,0.1774470960336068,0.5,0.0,0.19,-0.06871846583194641,0.0,0.012552903966393192,0.0,1.3431318164712018,0.0,-0.7286058123965788,0.0,0.06398049904003204,0.0,0.0,0.0,0.5
160,0.06976628205732051,0.5685807087992278,0.0,0.1771929514447272,0.5,0.0,0.19,-0.06858070879922784,0.0,0.012807048555272815,0.0,1.3434158395616635,0.0,-0.7291679366602535,0.0,0.06365635269334882,0.0,0.0,0.0,0.5
161,0.06967893354588392,0.5684454298838683,0.0,0.17694714942611456,0.5,0.0,0.19,-0.06844542988386826,0.0,0.013052850573885444,0.0,1.3436881209281157,0.0,-0.7297245451298174,0.0,0.06333067827844746,0.0,0.0,0.0,0.5
162,0.06959342998054684,0.568312562563156,0.0,0.17670942843545942,0.5,0.0,0.19,-0.06831256256315599,0.0,0.013290571564540582,0.0,1.3439490226230317,0.0,-0.7302758031626232,0.0,0.06300354298675861,0.0,0.0,0.0,0.5
163,0.0695096670008207,0.5681820419057262,0.0,0.17647953521025334,0.5,0.0,0.19,-0.06818204190572619,0.0,0.013520464789746667,0.0,1.3441988954761726,0.0,-0.7308218709593803,0.0,0.0626750119634216,0.0,0.0,0.0,0.5
164,0.0694275463500713,0.568053804550319,0.0,0.1762572245009137,0.5,0.0,0.19,-0.06805380455031895,0.0,0.013742775499086313,0.0,1.3444380794439843,0.0,-0.7313629037266588,0.0,0.06234514836708073,0.0,0.0,0.0,0.5
165,0.06934697552507403,0.5679277886834577,0.0,0.17604225881273303,0.5,0.0,0.19,-0.06792778868345772,0.0,0.013957741187266975,0.0,1.3446669039480765,0.0,-0.731899051834209,0.0,0.06201401342802415,0.0,0.0,0.0,0.5
166,0.06926786744483115,0.5678039340162045,0.0,0.17583440815635012,0.5,0.0,0.19,-0.06780393401620455,0.0,0.014165591843649877,0.0,1.3448856882031246,0.0,-0.732430460967266,0.0,0.061681666504704954,0.0,0.0,0.0,0.5
167,0.0691901401376806,0.5676821817601081,0.0,0.17563344980645768,0.5,0.0,0.19,-0.0676821817601081,0.0,0.014366550193542327,0.0,1.345094741534524,0.0,-0.7329572722739993,0.0,0.06134816513868397,0.0,0.0,0.0,0.5
168,0.06911371644578422,0.5675624746024729,0.0,0.17543916806846285,0.5,0.0,0.19,-0.06756247460247289,0.0,0.01456083193153715,0.0,1.3452943636861179,0.0,-0.7334796225082647,0.0,0.061013565108032936,0.0,0.0,0.0,0.5
169,0.0690385237461074,0.5674447566810563,0.0,0.17525135405283102,0.5,0.0,0.19,-0.06744475668105632,0.0,0.014748645947168987,0.0,1.3454848451183088,0.0,-0.7339976441678119,0.0,0.06067792047923625,0.0,0.0,0.0,0.5
170,0.0689644936870397,0.5673289735582946,0.0,0.17506980545685333,0.5,0.0,0.19,-0.06732897355829459,0.0,0.014930194543146674,0.0,1.3456664672968532,0.0,-0.7345114656280912,0.0,0.06034128365762901,0.0,0.0,0.0,0.5
171,0.06889156193984411,0.5672150721951511,0.0,0.17489432635358484,0.5,0.0,0.19,-0.0672150721951511,0.0,0.015105673646415158,0.0,1.3458395029726342,0.0,-0.7350212112718048,0.0,0.06000370543640829,0.0,0.0,0.0,0.5
172,0.06881966796415549,0.5671030009246726,0.0,0.17472472698770983,0.5,0.0,0.19,-0.06710300092467258,0.0,0.015275273012290175,0.0,1.3460042164526902,0.0,-0.7355270016143368,0.0,0.059665235044254125,0.0,0.0,0.0,0.5
173,0.06874875478678062,0.5669927094253276,0.0,0.17456082357810143,0.5,0.0,0.19,-0.06699270942532765,0.0,0.01543917642189857,0.0,1.346160863862777,0.0,-0.7360289534251975,0.0,0.05932592019159589,0.0,0.0,0.0,0.5
174,0.0686787687930931,0.5668841486942033,0.0,0.17440243812684694,0.5,0.0,0.19,-0.06688414869420334,0.0,0.01559756187315306,0.0,1.3463096934017267,0.0,-0.7365271798456084,0.0,0.058985807115559265,0.0,0.0,0.0,0.5
175,0.06860965953034043,0.5667772710201203,0.0,0.17424939823452348,0.5,0.0,0.19,-0.06677727102012032,0.0,0.01575060176547652,0.0,1.3464509455878622,0.0,-0.7370217905023542,0.0,0.058644940623628176,0.0,0.0,0.0,0.5
176,0.06854137952221945,0.5666720299567272,0.0,0.17410153692150718,0.5,0.0,0.19,-0.06667202995672716,0.0,0.015898463078492825,0.0,1.3465848534977132,0.0,-0.7375128916180195,0.0,0.05830336413605551,0.0,0.0,0.0,0.5
177,0.0684738840941063,0.5665683802956305,0.0,0.17395869245512025,0.5,0.0,0.19,-0.0665683802956305,0.0,0.016041307544879757,0.0,1.3467116429972785,0.0,-0.7380005861177299,0.0,0.057961119727055706,0.0,0.0,0.0,0.5
178,0.06840713120834752,0.5664662780396003,0.0,0.1738207081824134,0.5,0.0,0.19,-0.06646627803960026,0.0,0.016179291817586594,0.0,1.3468315329660654,0.0,-0.738484973732507,0.0,0.05761824816481165,0.0,0.0,0.0,0.5
179,0.06834108130906907,0.5663656803759072,0.0,0.17368743236839404,0.5,0.0,0.19,-0.06636568037590718,0.0,0.016312567631605962,0.0,1.3469447355141348,0.0,-0.7389661510993482,0.0,0.05727478895032763,0.0,0.0,0.0,0.5
180,0.06827569717596253,0.5662665456498213,0.0,0.17355871803952344,0.5,0.0,0.19,-0.06626654564982126,0.0,0.01644128196047656,0.0,1.347051456192371,0.0,-0.7394442118581354,0.0,0.05693078035515936,0.0,0.0,0.0,0.5
181,0.06821094378655343,0.5661688333383115,0.0,0.1734344228322973,0.5,0.0,0.19,-0.06616883333831147,0.0,0.01656557716770271,0.0,1.347151894196186,0.0,-0.7399192467454756,0.0,0.056586259458051534,0.0,0.0,0.0,0.5
182,0.06814678818647658,0.5660725040239809,0.0,0.17331440884674648,0.5,0.0,0.19,-0.0660725040239809,0.0,0.01668559115325352,0.0,1.3472462425628682,0.0,-0.7403913436855712,0.0,0.05624126218051258,0.0,0.0,0.0,0.5
183,0.06808319936730153,0.5659775193692596,0.0,0.17319854250469,0.5,0.0,0.19,-0.06597751936925955,0.0,0.016801457495310007,0.0,1.3473346883627724,0.0,-0.7408605878782153,0.0,0.055895823321355606,0.0,0.0,0.0,0.5
184,0.06802014815148955,0.5658838420908887,0.0,0.17308669441258076,0.5,0.0,0.19,-0.06588384209088871,0.0,0.01691330558741924,0.0,1.3474174128845442,0.0,-0.7413270618840047,0.0,0.05554997659023405,0.0,0.0,0.0,0.5
185,0.06795760708406877,0.5657914359347116,0.0,0.1729787392287935,0.5,0.0,0.19,-0.0657914359347116,0.0,0.017021260771206498,0.0,1.347494591814567,0.0,-0.7417908457068598,0.0,0.05520375464019954,0.0,0.0,0.0,0.5
186,0.06789555033065338,0.5657002656507983,0.0,0.17287455553520392,0.5,0.0,0.19,-0.06570026565079834,0.0,0.01712544446479608,0.0,1.347566395410812,0.0,-0.7422520168739377,0.0,0.054857189099309214,0.0,0.0,0.0,0.5
187,0.0678339535814332,0.5656102969689121,0.0,0.17277402571291828,0.5,0.0,0.19,-0.06561029696891207,0.0,0.017225974287081725,0.0,1.3476329886712652,0.0,-0.7427106505130214,0.0,0.054510310601308745,0.0,0.0,0.0,0.5
188,0.06777279396080554,0.5655214965743458,0.0,0.17267703582201388,0.5,0.0,0.19,-0.0655214965743458,0.0,0.017322964177986122,0.0,1.3476945314971063,0.0,-0.7431668194274667,0.0,0.05416314881541697,0.0,0.0,0.0,0.5
189,0.06771204994231103,0.5654338320841287,0.0,0.17258347548515846,0.5,0.0,0.19,-0.06543383208412867,0.0,0.017416524514841547,0.0,1.3477511788507974,0.0,-0.7436205941687847,0.0,0.053815732475237146,0.0,0.0,0.0,0.5
190,0.06765170126857735,0.5653472720236231,0.0,0.17249323777497866,0.5,0.0,0.19,-0.06534727202362312,0.0,0.017506762225021344,0.0,1.3478030809092463,0.0,-0.7440720431069355,0.0,0.05346808940681941,0.0,0.0,0.0,0.5
191,0.06759172887597736,0.5652617858035183,0.0,0.17240621910505496,0.5,0.0,0.19,-0.06526178580351827,0.0,0.017593780894945038,0.0,1.3478503832121957,0.0,-0.7445212324984062,0.0,0.05312024655589835,0.0,0.0,0.0,0.5
192,0.06753211482372819,0.5651773436972265,0.0,0.1723223191244208,0.5,0.0,0.19,-0.0651773436972265,0.0,0.017677680875579194,0.0,1.3478932268059902,0.0,-0.7449682265521432,0.0,0.052772230014328944,0.0,0.0,0.0,0.5
193,0.06747284222717724,0.5650939168186943,0.0,0.1722414406154535,0.5,0.0,0.19,-0.06509391681869425,0.0,0.017758559384546513,0.0,1.3479317483828632,0.0,-0.7454130874934098,0.0,0.05242406504574358,0.0,0.0,0.0,0.5
194,0.06741389519502483,0.5650114771006239,0.0,0.17216348939504028,0.5,0.0,0.19,-0.06501147710062394,0.0,0.01783651060495972,0.0,1.3479660804158873,0.0,-0.745855875625632,0.0,0.05207577611045231,0.0,0.0,0.0,0.5
195,0.06735525877026427,0.5649299972731228,0.0,0.1720883742189177,0.5,0.0,0.19,-0.06492999727312276,0.0,0.017911625781082297,0.0,1.34799635128972,0.0,-0.7462966493902989,0.0,0.05172738688960786,0.0,0.0,0.0,0.5
196,0.06729691887460855,0.564849450842765,0.0,0.17201600668907369,0.5,0.0,0.19,-0.06484945084276506,0.0,0.017983993310926316,0.0,1.3480226854272812,0.0,-0.7467354654249792,0.0,0.051378920308656394,0.0,0.0,0.0,0.5
197,0.06723886225621632,0.5647698120720881,0.0,0.17194630116411533,0.5,0.0,0.19,-0.0647698120720881,0.0,0.018053698835884674,0.0,1.3480452034124855,0.0,-0.7471723786195127,0.0,0.05103039856009448,0.0,0.0,0.0,0.5
198,0.06718107644050654,0.5646910559595036,0.0,0.1718791746725059,0.5,0.0,0.19,-0.06469105595950364,0.0,0.018120825327494094,0.0,1.3480640221091547,0.0,-0.7476074421704377,0.0,0.05068184312555212,0.0,0.0,0.0,0.5
199,0.06712354968389578,0.56461315821964,0.0,0.17181454682857217,0.5,0.0,0.19,-0.06461315821963998,0.0,0.018185453171427834,0.0,1.3480792547762317,0.0,-0.7480407076337064,0.0,0.05033327479722129,0.0,0.0,0.0,0.5
200,0.06706627093027762,0.5645360952641054,0.0,0.17175233975119794,0.5,0.0,0.19,-0.06453609526410542,0.0,0.01824766024880206,0.0,1.3480910111794073,0.0,-0.7484722249757464,0.0,0.04998471369864877,0.0,0.0,0.0,0.5
201,0.06700922977008518,0.5644598441826721,0.0,0.17169247798510956,0.5,0.0,0.19,-0.06445984418267214,0.0,0.018307522014890443,0.0,1.3480993976992766,0.0,-0.7489020426229184,0.0,0.04963617930491163,0.0,0.0,0.0,0.5
202,0.06695241640178398,0.5643843827248786,0.0,0.1716348884246724,0.5,0.0,0.19,-0.06438438272487856,0.0,0.01836511157532761,0.0,1.3481045174361308,0.0,-0.7493302075094229,0.0,0.049287690462193286,0.0,0.0,0.0,0.5
203,0.06689582159565675,0.5643096892820523,0.0,0.1715795002401176,0.5,0.0,0.19,-0.06430968928205227,0.0,0.018420499759882414,0.0,1.3481064703114902,0.0,-0.7497567651237036,0.0,0.048939265406777385,0.0,0.0,0.0,0.5
204,0.06683943665973499,0.5642357428697384,0.0,0.17152624480611553,0.5,0.0,0.19,-0.06423574286973843,0.0,0.018473755193884472,0.0,1.3481053531664815,0.0,-0.7501817595533957,0.0,0.04859092178347651,0.0,0.0,0.0,0.5
205,0.06678325340776294,0.5641625231105436,0.0,0.17147505563262233,0.5,0.0,0.19,-0.0641625231105436,0.0,0.01852494436737767,0.0,1.348101259857156,0.0,-0.750605233528866,0.0,0.048242676663512105,0.0,0.0,0.0,0.5
206,0.06672726412906332,0.5640900102173796,0.0,0.1714258682979268,0.5,0.0,0.19,-0.06409001021737959,0.0,0.0185741317020732,0.0,1.3480942813468455,0.0,-0.751027228465388,0.0,0.04789454656186158,0.0,0.0,0.0,0.5
207,0.06667146156019697,0.5640181849771064,0.0,0.17137862038382207,0.5,0.0,0.19,-0.06401818497710643,0.0,0.018621379616177935,0.0,1.3480845057956494,0.0,-0.751447784503997,0.0,0.04754654745408815,0.0,0.0,0.0,0.5
208,0.0666158388583118,0.5639470287345728,0.0,0.17133325141283887,0.5,0.0,0.19,-0.06394702873457281,0.0,0.018666748587161136,0.0,1.3480720186471404,0.0,-0.7518669405510646,0.0,0.04719869479266854,0.0,0.0,0.0,0.5
209,0.06656038957607689,0.563876523377042,0.0,0.17128970278746658,0.5,0.0,0.19,-0.06387652337704197,0.0,0.018710297212533422,0.0,1.3480569027123774,0.0,-0.7522847343166364,0.0,0.046851003522833216,0.0,0.0,0.0,0.5
210,0.06650510763811064,0.5638066513190026,0.0,0.17124791773130515,0.5,0.0,0.19,-0.06380665131900265,0.0,0.018752082268694847,0.0,1.3480392382513096,0.0,-0.7527012023515685,0.0,0.04650348809793341,0.0,0.0,0.0,0.5
211,0.06644998731881413,0.5637373954873575,0.0,0.17120784123207922,0.5,0.0,0.19,-0.06373739548735746,0.0,0.018792158767920786,0.0,1.348019103051651,0.0,-0.7531163800835029,0.0,0.046156162494348854,0.0,0.0,0.0,0.5
212,0.0663950232215231,0.5636687393069801,0.0,0.17116941998645835,0.5,0.0,0.19,-0.06366873930698014,0.0,0.018830580013541653,0.0,1.3479965725053096,0.0,-0.7535303018517188,0.0,0.045809040225949706,0.0,0.0,0.0,0.5
213,0.06634021025890684,0.5636006666866414,0.0,0.17113260234662164,0.5,0.0,0.19,-0.06360066668664144,0.0,0.01886739765337836,0.0,1.3479717196824397,0.0,-0.7539430009408933,0.0,0.04546213435812572,0.0,0.0,0.0,0.5
214,0.06628554363453269,0.5635331620052917,0.0,0.1710973382685163,0.5,0.0,0.19,-0.06353316200529169,0.0,0.018902661731483694,0.0,1.3479446154031998,0.0,-0.7543545096138081,0.0,0.045115457521395466,0.0,0.0,0.0,0.5
215,0.06623101882553126,0.5634662100986951,0.0,0.1710635792617463,0.5,0.0,0.19,-0.06346621009869513,0.0,0.01893642073825369,0.0,1.347915328307281,0.0,-0.754764859143034,0.0,0.04476902192460798,0.0,0.0,0.0,0.5
216,0.06617663156629508,0.5633997962464109,0.0,0.1710312783410493,0.5,0.0,0.19,-0.0633997962464109,0.0,0.018968721658950694,0.0,1.3478839249212797,0.0,-0.7551740798416262,0.0,0.04442283936774876,0.0,0.0,0.0,0.5
217,0.06612237783315127,0.5633339061591135,0.0,0.17100038997930167,0.5,0.0,0.19,-0.0633339061591135,0.0,0.018999610020698332,0.0,1.3478504697239806,0.0,-0.7555822010928607,0.0,0.04407692125436195,0.0,0.0,0.0,0.5
218,0.06606825382994669,0.5632685259662442,0.0,0.17097087006200898,0.5,0.0,0.19,-0.06326852596624422,0.0,0.019029129937991024,0.0,1.3478150252096128,0.0,-0.7559892513790434,0.0,0.04373127860359993,0.0,0.0,0.0,0.5
219,0.06601425597449578,0.5632036422039904,0.0,0.17094267584322997,0.5,0.0,0.19,-0.06320364220399044,0.0,0.019057324156770028,0.0,1.3477776519491471,0.0,-0.7563952583094203,0.0,0.043385922061911386,0.0,0.0,0.0,0.5
220,0.06596038088583468,0.5631392418035815,0.0,0.17091576590289131,0.5,0.0,0.19,-0.06313924180358155,0.0,0.019084234097108688,0.0,1.34773840864969,0.0,-0.7568002486472164,0.0,0.043040861914378566,0.0,0.0,0.0,0.5
221,0.06590662537223876,0.5630753120798998,0.0,0.17089010010544609,0.5,0.0,0.19,-0.0630753120798998,0.0,0.019109899894553917,0.0,1.3476973522120386,0.0,-0.7572042483358319,0.0,0.04269610809571414,0.0,0.0,0.0,0.5
222,0.06585298641995317,0.5630118407203943,0.0,0.170865639559834,0.5,0.0,0.19,-0.06301184072039434,0.0,0.019134360440166004,0.0,1.3476545377864504,0.0,-0.7576072825242219,0.0,0.04235167020092771,0.0,0.0,0.0,0.5
