iteration,distance,ee_x,ee_y,ee_z,target_x,target_y,target_z,qpos_0,qpos_1,qpos_2,qpos_3,qpos_4,qpos_5,qpos_6,qpos_7,qpos_8,qpos_9
104,0.09430113242559482,0.5596040875875166,-2.1591630921374282e-16,0.11692431102200113,0.5,0.0,0.19,-2.5529473839186034e-16,1.7628,-1.42687030904055e-16,-0.0698,1.940101478658133e-16,-0.0175,-1.3951371997286216e-17,0.0,0.0,0.5
105,0.09430113242559483,0.5596040875875166,-4.228652261036403e-17,0.11692431102200111,0.5,0.0,0.19,-1.8400636638421977e-16,1.7628,-1.3138068848017045e-16,-0.0698,2.1737056419525806e-16,-0.0175,-1.39513719972864e-17,0.0,0.0,0.5
106,0.09430113242559483,0.5596040875875166,-4.359813879096423e-17,0.11692431102200111,0.5,0.0,0.19,-2.2554599931244e-16,1.7628,-1.4727906642683963e-16,-0.0698,2.2287946801150686e-16,-0.0175,-1.4329415003433924e-17,0.0,0.0,0.5
107,0.09430113242559482,0.5596040875875166,-2.1750571520851905e-16,0.11692431102200113,0.5,0.0,0.19,-2.6693156495319466e-16,1.7628,-1.6195255811346383e-16,-0.0698,2.2883204401595587e-16,-0.0175,-1.4329415003433946e-17,0.0,0.0,0.5
108,0.09430113242559483,0.5596040875875166,-4.3827214896100083e-17,0.11692431102200111,0.5,0.0,0.19,-1.9473089978578945e-16,1.7628,-1.5005574648909237e-16,-0.0698,2.531727750674114e-16,-0.0175,-1.4025184886026887e-17,0.0,0.0,0.5
109,0.09430113242559483,0.5596040875875166,-4.933118219729556e-17,0.11692431102200111,0.5,0.0,0.19,-2.355148192268384e-16,1.7628,-1.6440662042259617e-16,-0.0698,2.593336683803864e-16,-0.0175,-1.4403227892174414e-17,0.0,0.0,0.5
110,0.09430113242559482,0.5596040875875166,-2.185348083218872e-16,0.11692431102200113,0.5,0.0,0.19,-2.5271063104071185e-16,1.7628,-1.7442641403307787e-16,-0.0698,2.704272559871424e-16,-0.0175,-1.3720954768619693e-17,0.0,0.0,0.5
111,0.09430113242559483,0.5596040875875166,-4.914403841943042e-17,0.11692431102200111,0.5,0.0,0.19,-1.7954289273864909e-16,1.7628,-1.621382109939278e-16,-0.0698,2.9533676782658326e-16,-0.0175,-1.4403227892174633e-17,0.0,0.0,0.5
112,0.09430113242559483,0.5596040875875166,-4.995945812534743e-17,0.11692431102200111,0.5,0.0,0.19,-1.9601650598904586e-16,1.7628,-1.7202208621716428e-16,-0.0698,3.0654149024418403e-16,-0.0175,-1.3720954768619912e-17,0.0,0.0,0.5
113,0.09430113242559483,0.5596040875875166,-5.075505830767592e-17,0.11692431102200111,0.5,0.0,0.19,-2.1232620273809832e-16,1.7628,-1.8166572479084308e-16,-0.0698,3.191779037274724e-16,-0.0175,-1.2734451527657945e-17,0.0,0.0,0.5
114,0.09430113242559479,0.5596040875875166,4.843407468366728e-18,0.11692431102200117,0.5,0.0,0.19,-2.282998677442898e-16,1.7628,-1.9103673447932384e-16,-0.0698,3.3198176070159746e-16,-0.0175,-1.1747948286695978e-17,0.0,0.0,0.5
115,0.09430113242559479,0.5596040875875166,-2.5851861804950173e-16,0.11692431102200117,0.5,0.0,0.19,-3.040564400489643e-16,1.7628,-2.1700803062311609e-16,-0.0698,3.307385226777167e-16,-0.0175,-1.1065675163141194e-17,0.0,0.0,0.5
116,0.09430113242559479,0.5596040875875166,4.225191811086529e-18,0.11692431102200117,0.5,0.0,0.19,-2.1454313516909298e-16,1.7628,-1.9853025759787168e-16,-0.0698,3.147594357056875e-16,-0.0175,-1.1065675163141485e-17,0.0,0.0,0.5
117,0.09430113242559479,0.5596040875875166,-2.3586943363964775e-16,0.11692431102200117,0.5,0.0,0.19,-2.8956362677203886e-16,1.7628,-2.248359084238539e-16,-0.0698,3.140494324279715e-16,-0.0175,-1.0383402039586703e-17,0.0,0.0,0.5
118,0.09430113242559479,0.5596040875875166,-2.1178225820343686e-17,0.11692431102200117,0.5,0.0,0.19,-2.3729883707482753e-16,1.7628,-2.1471877208783718e-16,-0.0698,2.87964775282982e-16,-0.0175,-1.007917192217971e-17,0.0,0.0,0.5
119,0.09430113242559479,0.5596040875875166,-2.607615691050339e-16,0.11692431102200117,0.5,0.0,0.19,-2.899030488207984e-16,1.7628,-2.3482706332540636e-16,-0.0698,2.963377894201576e-16,-0.0175,-1.0383402039586963e-17,0.0,0.0,0.5
120,0.09430113242559479,0.5596040875875166,-2.1662790859850292e-17,0.11692431102200117,0.5,0.0,0.19,-2.226472759926235e-16,1.7628,-2.2059228771822026e-16,-0.0698,2.778892851382402e-16,-0.0175,-1.136990528054925e-17,0.0,0.0,0.5
121,0.09430113242559479,0.5596040875875166,-2.6127455659462086e-16,0.11692431102200117,0.5,0.0,0.19,-2.74569391192408e-16,1.7628,-2.4104509350221784e-16,-0.0698,2.8648299660585084e-16,-0.0175,-1.1369905280549254e-17,0.0,0.0,0.5
122,0.09430113242559479,0.5596040875875166,-2.2166051924465114e-17,0.11692431102200117,0.5,0.0,0.19,-2.0668718093298542e-16,1.7628,-2.2669242183476356e-16,-0.0698,2.6843512114517165e-16,-0.0175,-1.2356408521511542e-17,0.0,0.0,0.5
123,0.09430113242559479,0.5596040875875166,-2.616732549660325e-16,0.11692431102200117,0.5,0.0,0.19,-2.582291920177979e-16,1.7628,-2.4587780103448065e-16,-0.0698,2.7750728825436963e-16,-0.0175,-1.2356408521511548e-17,0.0,0.0,0.5
124,0.09430113242559479,0.5596040875875166,-2.2539458185369816e-17,0.11692431102200117,0.5,0.0,0.19,-1.8983059934059e-16,1.7628,-2.3121855833057804e-16,-0.0698,2.596546093695609e-16,-0.0175,-1.3342911762473835e-17,0.0,0.0,0.5
125,0.09430113242559479,0.5596040875875166,-9.684801334124151e-17,0.11692431102200117,0.5,0.0,0.19,-2.406212712767998e-16,1.7628,-2.512490381009712e-16,-0.0698,2.6884239555969174e-16,-0.0175,-1.3342911762473842e-17,0.0,0.0,0.5
126,0.09430113242559479,0.5596040875875166,-2.6295798316288727e-16,0.11692431102200117,0.5,0.0,0.19,-2.7808634944023383e-16,1.7628,-2.6145026402665957e-16,-0.0698,2.3170749963488986e-16,-0.0175,-1.402518488602868e-17,0.0,0.0,0.5
127,0.09430113242559479,0.5596040875875166,-2.4362523889113222e-17,0.11692431102200117,0.5,0.0,0.19,-2.0908561881608176e-16,1.7628,-2.4646831102238577e-16,-0.0698,2.146716739654585e-16,-0.0175,-1.5011688126990968e-17,0.0,0.0,0.5
128,0.09430113242559479,0.5596040875875166,-2.63659025529252e-16,0.11692431102200117,0.5,0.0,0.19,-2.804273733008414e-16,1.7628,-2.6994774725532354e-16,-0.0698,2.2153690455901254e-16,-0.0175,-1.5693961250545723e-17,0.0,0.0,0.5
129,0.09430113242559479,0.5596040875875166,-9.712997751780118e-17,0.11692431102200117,0.5,0.0,0.19,-2.1095044329115366e-16,1.7628,-2.5466678569563386e-16,-0.0698,2.0469009193932173e-16,-0.0175,-1.6680464491508014e-17,0.0,0.0,0.5
130,0.09430113242559479,0.5596040875875166,-2.6322904769827675e-16,0.11692431102200117,0.5,0.0,0.19,-2.4771352218602394e-16,1.7628,-2.6473589475865337e-16,-0.0698,1.6766322247686755e-16,-0.0175,-1.736273761506285e-17,0.0,0.0,0.5
131,0.09430113242559479,0.5596040875875166,-9.671373880303854e-17,0.11692431102200117,0.5,0.0,0.19,-1.780088956453083e-16,1.7628,-2.4962146794093517e-16,-0.0698,1.507357151335834e-16,-0.0175,-1.8349240856025142e-17,0.0,0.0,0.5
132,0.09430113242559479,0.5596040875875166,-9.754113916262405e-17,0.11692431102200117,0.5,0.0,0.19,-2.1455936235368489e-16,1.7628,-2.596505632086381e-16,-0.0698,1.1343733316951938e-16,-0.0175,-1.903151397957998e-17,0.0,0.0,0.5
133,0.0943011324255948,0.5596040875875166,-2.805546577333918e-16,0.11692431102200115,0.5,0.0,0.19,-2.510348367805988e-16,1.7628,-2.6966554486483895e-16,-0.0698,7.645472143584075e-17,-0.0175,-2.0018017220542067e-17,0.0,0.0,0.5
134,0.0943011324255948,0.5596040875875166,-1.1375345148399224e-16,0.11692431102200115,0.5,0.0,0.19,-1.7228383065025988e-16,1.7628,-2.51085695572438e-16,-0.0698,6.39162519581189e-17,-0.0175,-2.100452046150433e-17,0.0,0.0,0.5
135,0.0943011324255948,0.5596040875875166,-1.1438974811643903e-16,0.11692431102200115,0.5,0.0,0.19,-1.995388381148868e-16,1.7628,-2.587983820263384e-16,-0.0698,3.0247230533194276e-17,-0.0175,-2.100452046150442e-17,0.0,0.0,0.5
136,0.0943011324255948,0.5596040875875166,-1.150089736468435e-16,0.11692431102200115,0.5,0.0,0.19,-2.268069431545985e-16,1.7628,-2.6630414603124133e-16,-0.0698,-3.003842702882863e-18,-0.0175,-2.100452046150451e-17,0.0,0.0,0.5
137,0.0943011324255948,0.5596040875875166,-2.808797218873663e-16,0.11692431102200115,0.5,0.0,0.19,-2.5410264539011607e-16,1.7628,-2.73605716428166e-16,-0.0698,-3.5839199009890166e-17,-0.0175,-2.070029034409735e-17,0.0,0.0,0.5
138,0.0943011324255948,0.5596040875875166,-1.1406180266604548e-16,0.11692431102200115,0.5,0.0,0.19,-1.753878024641882e-16,1.7628,-2.5482328565793166e-16,-0.0698,-4.697676648933258e-17,-0.0175,-2.1382563467652365e-17,0.0,0.0,0.5
139,0.0943011324255948,0.5596040875875166,-1.1467940355779548e-16,0.11692431102200115,0.5,0.0,0.19,-2.0255127147695886e-16,1.7628,-2.623093570730832e-16,-0.0698,-8.021173791401085e-17,-0.0175,-2.1078333350245208e-17,0.0,0.0,0.5
140,0.09430113242559479,0.5596040875875166,-1.3221519291402853e-16,0.11692431102200117,0.5,0.0,0.19,-2.2966801820361547e-16,1.7628,-2.697866353140328e-16,-0.0698,-1.13135289408546e-16,-0.0175,-2.1078333350245297e-17,0.0,0.0,0.5
141,0.09430113242559479,0.5596040875875166,-3.027290647302926e-16,0.11692431102200117,0.5,0.0,0.19,-2.480246520161642e-16,1.7628,-2.7415659683084413e-16,-0.0698,-1.4072735166046733e-16,-0.0175,-2.1078333350245423e-17,0.0,0.0,0.5
142,0.09430113242559479,0.5596040875875166,-1.307323244138162e-16,0.11692431102200117,0.5,0.0,0.19,-1.5644776588115844e-16,1.7628,-2.518124716750955e-16,-0.0698,-1.4600581364493065e-16,-0.0175,-2.107833335024576e-17,0.0,0.0,0.5
143,0.09430113242559479,0.5596040875875166,-1.3110971677923613e-16,0.11692431102200117,0.5,0.0,0.19,-1.747783847935343e-16,1.7628,-2.563869245892763e-16,-0.0698,-1.7401383631591856e-16,-0.0175,-2.077410323283864e-17,0.0,0.0,0.5
144,0.09430113242559479,0.5596040875875166,-1.3148667188944106e-16,0.11692431102200117,0.5,0.0,0.19,-1.9308084196771124e-16,1.7628,-2.6095607744024514e-16,-0.0698,-2.020175253457085e-16,-0.0175,-2.0774103232838765e-17,0.0,0.0,0.5
145,0.09430113242559479,0.5596040875875166,-1.0855207930944471e-16,0.11692431102200117,0.5,0.0,0.19,-2.1142909809518474e-16,1.7628,-2.6532446226956103e-16,-0.0698,-2.2991252852326457e-16,-0.0175,-2.0469873115431645e-17,0.0,0.0,0.5
146,0.09430113242559479,0.5596040875875166,-2.9878365965101664e-16,0.11692431102200117,0.5,0.0,0.19,-2.693346526519177e-16,1.7628,-2.786973861933342e-16,-0.0698,-2.683841202764207e-16,-0.0175,-1.9787599991876983e-17,0.0,0.0,0.5
147,0.09430113242559479,0.5596040875875166,-1.0820380244686152e-16,0.11692431102200117,0.5,0.0,0.19,-2.0105733922215035e-16,1.7628,-2.611029245412799e-16,-0.0698,-2.7782668183027206e-16,-0.0175,-2.0091830109284556e-17,0.0,0.0,0.5
148,0.09430113242559479,0.5596040875875166,-3.2250456592467177e-16,0.11692431102200117,0.5,0.0,0.19,-2.5904777731616774e-16,1.7628,-2.744918236193594e-16,-0.0698,-3.1661556591992173e-16,-0.0175,-1.9105326868322648e-17,0.0,0.0,0.5
149,0.09430113242559479,0.5596040875875166,-1.364436453681811e-16,0.11692431102200117,0.5,0.0,0.19,-1.765957363072243e-16,1.7628,-2.524604569892896e-16,-0.0698,-3.189675469842807e-16,-0.0175,-1.9105326868323002e-17,0.0,0.0,0.5
150,0.09430113242559479,0.5596040875875166,-1.3716431837916036e-16,0.11692431102200117,0.5,0.0,0.19,-2.164605603338326e-16,1.7628,-2.6119588742540185e-16,-0.0698,-3.495949380139728e-16,-0.0175,-1.9105326868323128e-17,0.0,0.0,0.5
151,0.09430113242559479,0.5596040875875166,-3.221125492919874e-16,0.11692431102200117,0.5,0.0,0.19,-2.5642196427155383e-16,1.7628,-2.697401068595483e-16,-0.0698,-3.80121457568843e-16,-0.0175,-1.9105326868323255e-17,0.0,0.0,0.5
152,0.09430113242559479,0.5596040875875166,-1.3607152876261882e-16,0.11692431102200117,0.5,0.0,0.19,-1.741390246522316e-16,1.7628,-2.4794995267944374e-16,-0.0698,-3.8291942432932616e-16,-0.0175,-1.910532686832361e-17,0.0,0.0,0.5
153,0.09430113242559479,0.5596040875875166,-1.3679575938926729e-16,0.11692431102200117,0.5,0.0,0.19,-2.1423297948769976e-16,1.7628,-2.567285057297281e-16,-0.0698,-4.1388630504406955e-16,-0.0175,-1.9105326868323735e-17,0.0,0.0,0.5
154,0.09430113242559479,0.5596040875875166,-3.2174823872710427e-16,0.11692431102200117,0.5,0.0,0.19,-2.54468006309237e-16,1.7628,-2.653242212246014e-16,-0.0698,-4.444549307854839e-16,-0.0175,-1.9105326868323862e-17,0.0,0.0,0.5
155,0.09430113242559479,0.5596040875875166,-8.259536275964638e-17,0.11692431102200117,0.5,0.0,0.19,-1.724594288427279e-16,1.7628,-2.435857022362812e-16,-0.0698,-4.472951174941889e-16,-0.0175,-1.9105326868324216e-17,0.0,0.0,0.5
156,0.09430113242559479,0.5596040875875166,-1.3712111755396518e-16,0.11692431102200117,0.5,0.0,0.19,-2.368548625624695e-16,1.7628,-2.6067224105939947e-16,-0.0698,-4.285734868155907e-16,-0.0175,-1.9105326868324278e-17,0.0,0.0,0.5
157,0.09430113242559479,0.5596040875875166,-3.220748823510995e-16,0.11692431102200117,0.5,0.0,0.19,-2.7717268031926974e-16,1.7628,-2.6928353787908914e-16,-0.0698,-4.591548527581014e-16,-0.0175,-1.9105326868324404e-17,0.0,0.0,0.5
158,0.09430113242559479,0.5596040875875166,-1.3603941065737948e-16,0.11692431102200117,0.5,0.0,0.19,-1.9524711747096602e-16,1.7628,-2.4756064231290636e-16,-0.0698,-4.620078140891307e-16,-0.0175,-1.910532686832476e-17,0.0,0.0,0.5
159,0.09430113242559479,0.5596040875875166,-1.3676920511141294e-16,0.11692431102200117,0.5,0.0,0.19,-2.3569941463107674e-16,1.7628,-2.564066356951302e-16,-0.0698,-4.930298379576836e-16,-0.0175,-1.9105326868324885e-17,0.0,0.0,0.5
160,0.0943011324255948,0.5596040875875166,-3.435311585185812e-16,0.11692431102200115,0.5,0.0,0.19,-2.762937519395947e-16,1.7628,-2.65069973730923e-16,-0.0698,-5.236537558376103e-16,-0.0175,-1.910532686832501e-17,0.0,0.0,0.5
161,0.0943011324255948,0.5596040875875166,-9.898956154646392e-17,0.11692431102200115,0.5,0.0,0.19,-1.7314613334605822e-16,1.7628,-2.3722551902976984e-16,-0.0698,-5.179965931752176e-16,-0.0175,-1.9105326868325335e-17,0.0,0.0,0.5
162,0.09430113242559479,0.5596040875875166,-1.3629859693592658e-16,0.11692431102200117,0.5,0.0,0.19,-2.213739027841464e-16,1.7628,-2.5070229417408323e-16,-0.0698,-4.945880794898401e-16,-0.0175,-1.9105326868325406e-17,0.0,0.0,0.5
163,0.0943011324255948,0.5596040875875166,-3.430786196632768e-16,0.11692431102200115,0.5,0.0,0.19,-2.620194334784451e-16,1.7628,-2.595846542726878e-16,-0.0698,-5.256398389094684e-16,-0.0175,-1.9105326868325532e-17,0.0,0.0,0.5
164,0.0943011324255948,0.5596040875875166,-9.853874465372008e-17,0.11692431102200115,0.5,0.0,0.19,-1.5898271912837164e-16,1.7628,-2.317610718449958e-16,-0.0698,-5.203039727541747e-16,-0.0175,-1.8801096750918606e-17,0.0,0.0,0.5
165,0.0943011324255948,0.5596040875875166,-9.96523052180515e-17,0.11692431102200115,0.5,0.0,0.19,-2.0732169244885546e-16,1.7628,-2.4525877565507373e-16,-0.0698,-4.972168016855366e-16,-0.0175,-1.8801096750918677e-17,0.0,0.0,0.5
166,0.09430113242559479,0.5596040875875166,-3.211882645565357e-16,0.11692431102200117,0.5,0.0,0.19,-2.556052116080243e-16,1.7628,-2.5853665552074066e-16,-0.0698,-4.737011334119728e-16,-0.0175,-1.9483369874473502e-17,0.0,0.0,0.5
167,0.09430113242559479,0.5596040875875166,-8.205838962494587e-17,0.11692431102200117,0.5,0.0,0.19,-1.739654582410321e-16,1.7628,-2.3707693696718403e-16,-0.0698,-4.770180399482558e-16,-0.0175,-1.9483369874473853e-17,0.0,0.0,0.5
168,0.09430113242559479,0.5596040875875166,-1.3659149261936875e-16,0.11692431102200117,0.5,0.0,0.19,-2.3883415810025434e-16,1.7628,-2.5425254488247316e-16,-0.0698,-4.583692373609199e-16,-0.0175,-1.9483369874473915e-17,0.0,0.0,0.5
169,0.09430113242559479,0.5596040875875166,-3.2156875039503536e-16,0.11692431102200117,0.5,0.0,0.19,-2.79552483879473e-16,1.7628,-2.631486050783115e-16,-0.0698,-4.891279686627047e-16,-0.0175,-1.948336987447404e-17,0.0,0.0,0.5
170,0.09430113242559479,0.5596040875875166,-8.24243236343495e-17,0.11692431102200117,0.5,0.0,0.19,-1.9808808368277572e-16,1.7628,-2.415125007175312e-16,-0.0698,-4.920518955517494e-16,-0.0175,-1.9483369874474393e-17,0.0,0.0,0.5
171,0.09430113242559479,0.5596040875875166,-3.2120188327285317e-16,0.11692431102200117,0.5,0.0,0.19,-2.6302916491991564e-16,1.7628,-2.5870173087004246e-16,-0.0698,-4.734142313010848e-16,-0.0175,-1.9483369874474454e-17,0.0,0.0,0.5
172,0.09430113242559479,0.5596040875875166,-8.207364128943564e-17,0.11692431102200117,0.5,0.0,0.19,-1.8149458276037072e-16,1.7628,-2.372618056276661e-16,-0.0698,-4.76747322004489e-16,-0.0175,-1.9483369874474806e-17,0.0,0.0,0.5
173,0.09430113242559479,0.5596040875875166,-1.3660838164389857e-16,0.11692431102200117,0.5,0.0,0.19,-2.4646873797656746e-16,1.7628,-2.544572603313196e-16,-0.0698,-4.581147473103429e-16,-0.0175,-1.9483369874474867e-17,0.0,0.0,0.5
174,0.09430113242559479,0.5596040875875166,-3.215872812033928e-16,0.11692431102200117,0.5,0.0,0.19,-2.872928040299973e-16,1.7628,-2.633732209371898e-16,-0.0698,-4.888897503495244e-16,-0.0175,-1.9483369874474994e-17,0.0,0.0,0.5
175,0.09430113242559479,0.5596040875875166,-8.24445006622743e-17,0.11692431102200117,0.5,0.0,0.19,-2.0593442979453242e-16,1.7628,-2.4175707075298316e-16,-0.0698,-4.918299929386301e-16,-0.0175,-1.9483369874475345e-17,0.0,0.0,0.5
176,0.09430113242559479,0.5596040875875166,-3.2122371096806934e-16,0.11692431102200117,0.5,0.0,0.19,-2.7098182345178877e-16,1.7628,-2.58966308993875e-16,-0.0698,-4.732086884694683e-16,-0.0175,-1.9483369874475406e-17,0.0,0.0,0.5
177,0.09430113242559479,0.5596040875875166,-8.209712411168408e-17,0.11692431102200117,0.5,0.0,0.19,-1.895538409451941e-16,1.7628,-2.3754644589734415e-16,-0.0698,-4.765581831549155e-16,-0.0175,-1.9483369874475758e-17,0.0,0.0,0.5
178,0.09430113242559479,0.5596040875875166,-3.2087685687447933e-16,0.11692431102200117,0.5,0.0,0.19,-2.5463488382321415e-16,1.7628,-2.5476201695035934e-16,-0.0698,-4.579420567627726e-16,-0.0175,-1.948336987447582e-17,0.0,0.0,0.5
179,0.09430113242559479,0.5596040875875166,-8.17507938866584e-17,0.11692431102200117,0.5,0.0,0.19,-1.7324064145019457e-16,1.7628,-2.333485037758207e-16,-0.0698,-4.612967435152668e-16,-0.0175,-1.948336987447617e-17,0.0,0.0,0.5
180,0.09430113242559479,0.5596040875875166,-1.3630316285164588e-16,0.11692431102200117,0.5,0.0,0.19,-2.382376058281115e-16,1.7628,-2.5075763860704454e-16,-0.0698,-4.430876424826078e-16,-0.0175,-1.9483369874476232e-17,0.0,0.0,0.5
181,0.09430113242559479,0.5596040875875166,-3.2128334247334247e-16,0.11692431102200117,0.5,0.0,0.19,-2.791441152129983e-16,1.7628,-2.596891151183976e-16,-0.0698,-4.741795623496253e-16,-0.0175,-1.948336987447636e-17,0.0,0.0,0.5
182,0.09430113242559479,0.5596040875875166,-8.215797037807721e-17,0.11692431102200117,0.5,0.0,0.19,-1.977943702744499e-16,1.7628,-2.382839763990791e-16,-0.0698,-4.775410965457631e-16,-0.0175,-1.948336987447671e-17,0.0,0.0,0.5
183,0.09430113242559479,0.5596040875875166,-3.209389211840104e-16,0.11692431102200117,0.5,0.0,0.19,-2.629538621012594e-16,1.7628,-2.5551431161134326e-16,-0.0698,-4.589370421924273e-16,-0.0175,-1.9483369874476772e-17,0.0,0.0,0.5
184,0.09430113242559479,0.5596040875875166,-8.181407953021292e-17,0.11692431102200117,0.5,0.0,0.19,-1.8163828062887646e-16,1.7628,-2.3411560248557247e-16,-0.0698,-4.623038335997286e-16,-0.0175,-1.9483369874477123e-17,0.0,0.0,0.5
185,0.09430113242559479,0.5596040875875166,-1.3636767312900032e-16,0.11692431102200117,0.5,0.0,0.19,-2.46714118431925e-16,1.7628,-2.515395813628559e-16,-0.0698,-4.441068699259983e-16,-0.0175,-1.9483369874477185e-17,0.0,0.0,0.5
186,0.09430113242559479,0.5596040875875166,-3.2134976189063244e-16,0.11692431102200117,0.5,0.0,0.19,-2.877435873544161e-16,1.7628,-2.604941989643368e-16,-0.0698,-4.749134811823025e-16,-0.0175,-1.948336987447731e-17,0.0,0.0,0.5
187,0.09430113242559479,0.5596040875875166,-8.222562289593617e-17,0.11692431102200117,0.5,0.0,0.19,-2.0647326114938078e-16,1.7628,-2.391040069185816e-16,-0.0698,-4.782872366516094e-16,-0.0175,-1.9483369874477662e-17,0.0,0.0,0.5
188,0.09430113242559479,0.5596040875875166,-3.210078101340056e-16,0.11692431102200117,0.5,0.0,0.19,-2.7171238628169643e-16,1.7628,-2.5634932918704165e-16,-0.0698,-4.596954365906414e-16,-0.0175,-1.9483369874477724e-17,0.0,0.0,0.5
189,0.09430113242559479,0.5596040875875166,-8.188420825291254e-17,0.11692431102200117,0.5,0.0,0.19,-1.904766532665392e-16,1.7628,-2.349656476092044e-16,-0.0698,-4.630745153987197e-16,-0.0175,-1.9483369874478075e-17,0.0,0.0,0.5
190,0.09430113242559479,0.5596040875875166,-3.206286397936553e-16,0.11692431102200117,0.5,0.0,0.19,-2.5579676040943984e-16,1.7628,-2.5175332506158375e-16,-0.0698,-4.446109107530783e-16,-0.0175,-1.9787599991885383e-17,0.0,0.0,0.5
191,0.09430113242559479,0.5596040875875166,-8.15060870713456e-17,0.11692431102200117,0.5,0.0,0.19,-1.746285992241258e-16,1.7628,-2.30382360559908e-16,-0.0698,-4.480003877852848e-16,-0.0175,-1.9483369874478485e-17,0.0,0.0,0.5
192,0.09430113242559479,0.5596040875875166,-1.360619757858115e-16,0.11692431102200117,0.5,0.0,0.19,-2.3985225561151357e-16,1.7628,-2.478341590211733e-16,-0.0698,-4.298261710280407e-16,-0.0175,-1.9483369874478547e-17,0.0,0.0,0.5
193,0.09430113242559479,0.5596040875875166,-3.2104568466657734e-16,0.11692431102200117,0.5,0.0,0.19,-2.8098606947794277e-16,1.7628,-2.568084144303355e-16,-0.0698,-4.609530694201314e-16,-0.0175,-1.9483369874478673e-17,0.0,0.0,0.5
194,0.09430113242559479,0.5596040875875166,-8.1923851365665e-17,0.11692431102200117,0.5,0.0,0.19,-1.998642431477735e-16,1.7628,-2.35446170188022e-16,-0.0698,-4.643496766456426e-16,-0.0175,-1.9483369874479024e-17,0.0,0.0,0.5
195,0.09430113242559479,0.5596040875875166,-3.206700562649041e-16,0.11692431102200117,0.5,0.0,0.19,-2.6529856472653324e-16,1.7628,-2.522553428949022e-16,-0.0698,-4.459036477753723e-16,-0.0175,-1.9787599991886332e-17,0.0,0.0,0.5
196,0.09430113242559479,0.5596040875875166,-8.154928169231625e-17,0.11692431102200117,0.5,0.0,0.19,-1.842449265594242e-16,1.7628,-2.3090593172318873e-16,-0.0698,-4.493107480688385e-16,-0.0175,-1.9483369874479434e-17,0.0,0.0,0.5
197,0.09430113242559479,0.5596040875875166,-3.203502861701844e-16,0.11692431102200117,0.5,0.0,0.19,-2.4958341538108527e-16,1.7628,-2.4837934174678493e-16,-0.0698,-4.311542021870395e-16,-0.0175,-1.9483369874479496e-17,0.0,0.0,0.5
198,0.09430113242559479,0.5596040875875166,-8.124680878549195e-17,0.11692431102200117,0.5,0.0,0.19,-1.6853124086168852e-16,1.7628,-2.272395934586516e-16,-0.0698,-4.3429921828515057e-16,-0.0175,-1.9483369874479847e-17,0.0,0.0,0.5
199,0.09430113242559479,0.5596040875875166,-8.268846638571951e-17,0.11692431102200117,0.5,0.0,0.19,-2.3387625226221154e-16,1.7628,-2.4471423103716756e-16,-0.0698,-4.1614367612394133e-16,-0.0175,-1.948336987447991e-17,0.0,0.0,0.5
200,0.09430113242559479,0.5596040875875166,-3.214713173394509e-16,0.11692431102200117,0.5,0.0,0.19,-2.991581244815158e-16,1.7628,-2.619675983439547e-16,-0.0698,-3.975584541561278e-16,-0.0175,-1.948336987447997e-17,0.0,0.0,0.5
201,0.09430113242559479,0.5596040875875166,-8.233293723947401e-17,0.11692431102200117,0.5,0.0,0.19,-2.1808316383871363e-16,1.7628,-2.404047868402525e-16,-0.0698,-4.0054230956531415e-16,-0.0175,-1.9179139757073075e-17,0.0,0.0,0.5
202,0.09430113242559479,0.5596040875875166,-3.211165598754372e-16,0.11692431102200117,0.5,0.0,0.19,-2.8341473680997724e-16,1.7628,-2.576675078710607e-16,-0.0698,-3.8196473574850395e-16,-0.0175,-1.9179139757073137e-17,0.0,0.0,0.5
203,0.09430113242559479,0.5596040875875166,-8.1994397270368e-17,0.11692431102200117,0.5,0.0,0.19,-2.0227170140754476e-16,1.7628,-2.3630127206320997e-16,-0.0698,-3.8535807923693047e-16,-0.0175,-1.9179139757073488e-17,0.0,0.0,0.5
204,0.09430113242559479,0.5596040875875166,-3.207785662378357e-16,0.11692431102200117,0.5,0.0,0.19,-2.6763846125428344e-16,1.7628,-2.5357061529407313e-16,-0.0698,-3.6678592011761195e-16,-0.0175,-1.917913975707355e-17,0.0,0.0,0.5
205,0.09430113242559479,0.5596040875875166,-8.165695144033893e-17,0.11692431102200117,0.5,0.0,0.19,-1.8653070779454357e-16,1.7628,-2.32211019578009e-16,-0.0698,-3.7018469293285476e-16,-0.0175,-1.91791397570739e-17,0.0,0.0,0.5
206,0.09430113242559479,0.5596040875875166,-3.204571134231948e-16,0.11692431102200117,0.5,0.0,0.19,-2.518149351159261e-16,1.7628,-2.496742175408503e-16,-0.0698,-3.5201979707381325e-16,-0.0175,-1.9179139757073962e-17,0.0,0.0,0.5
207,0.09430113242559479,0.5596040875875166,-8.135279126725337e-17,0.11692431102200117,0.5,0.0,0.19,-1.707083524935822e-16,1.7628,-2.285242296012144e-16,-0.0698,-3.551564406348753e-16,-0.0175,-1.9179139757074314e-17,0.0,0.0,0.5
208,0.09430113242559479,0.5596040875875166,-8.279360181384541e-17,0.11692431102200117,0.5,0.0,0.19,-2.359988087924017e-16,1.7628,-2.459885998629361e-16,-0.0698,-3.3699250331585895e-16,-0.0175,-1.9179139757074375e-17,0.0,0.0,0.5
