frame,time,mean_abs_qpos_error,ee_target_distance,ee_x,ee_y,ee_z,target_x,target_y,target_z,joint_0_target_qpos,joint_0_current_qpos,joint_0_current_qvel,joint_0_ctrl,joint_0_qpos_error,joint_1_target_qpos,joint_1_current_qpos,joint_1_current_qvel,joint_1_ctrl,joint_1_qpos_error,joint_2_target_qpos,joint_2_current_qpos,joint_2_current_qvel,joint_2_ctrl,joint_2_qpos_error,joint_3_target_qpos,joint_3_current_qpos,joint_3_current_qvel,joint_3_ctrl,joint_3_qpos_error,joint_4_target_qpos,joint_4_current_qpos,joint_4_current_qvel,joint_4_ctrl,joint_4_qpos_error,joint_5_target_qpos,joint_5_current_qpos,joint_5_current_qvel,joint_5_ctrl,joint_5_qpos_error,joint_6_target_qpos,joint_6_current_qpos,joint_6_current_qvel,joint_6_ctrl,joint_6_qpos_error,joint_7_target_qpos,joint_7_current_qpos,joint_7_current_qvel,joint_7_ctrl,joint_7_qpos_error
60,0.7100000000000005,0.07581092398842419,0.13253562375404845,0.5971587602208883,-0.007681344108592457,0.1537644568352292,0.46971699158883623,-0.0019452263266701891,0.18970029026929763,-2.5319196332355315e-16,0.0318708733547571,-0.4445720509595591,-0.733974482211588,-0.03187087335475735,1.7628,1.6452238711337441,-0.5361835770678145,1.2954044046569266,0.11757612886625579,-2.5444597392470573e-16,-0.1874226738536469,2.69167580946679,2.8973,0.18742267385364664,-0.0698,-0.10105490277121734,0.2480789488471307,-0.0698,0.03125490277121734,-3.012430107938394e-16,-0.011195375514251977,-0.8504814255145778,-1.1579001580221904,0.011195375514251675,-0.0175,0.1969998778784264,-0.02965355437366165,-0.0175,-0.2144998778784264,-2.1004520461535527e-17,-0.011858467017020605,0.2773390926118399,0.6027377286879381,0.011858467017020584,0.0,1.564801296760699e-05,5.3230593586172135e-06,0.0,-1.564801296760699e-05
61,0.7200000000000005,0.07571174340856793,0.1327956950997228,0.598493371450073,-0.007816757293591828,0.15802447510948547,0.4696795034412196,-0.0019391768481771716,0.1897599141914318,-2.5319196332355315e-16,0.03290230354309031,0.45907184015188196,0.1896050641215003,-0.03290230354309056,1.7628,1.6391629248275401,-0.6432466191590586,1.4767926079978608,0.12363707517245981,-2.5444597392470573e-16,-0.1969341880179507,-3.325278582493968,-1.192294418637617,0.19693418801795046,-0.0698,-0.0991299536392055,0.1815512338349173,-0.0698,0.0293299536392055,-3.012430107938394e-16,-0.007499846374459209,1.1487090163468368,0.9400444296285912,0.0074998463744589084,-0.0175,0.19779419648185662,0.1667611572542242,-0.0175,-0.2152941964818566,-2.1004520461535527e-17,-0.01387821806361094,-0.4977358896917641,-0.18247135647567525,0.01387821806361092,0.0,1.4482611608165673e-05,-0.00013600998756503269,0.0,-1.4482611608165673e-05
62,0.7300000000000005,0.07743628298803013,0.13277701060101127,0.5991500175568318,-0.0077702085709960254,0.16105977366366084,0.4696524696474058,-0.0019344220966723094,0.18980108932270945,-2.5319196332355315e-16,0.03189478303336183,-0.45174481651371157,-0.7222902684966064,-0.03189478303336208,1.7628,1.6360354091944895,-0.17012501852950612,1.6323432205387371,0.1267645908055104,-2.5444597392470573e-16,-0.19343708258851006,2.7381301902205877,2.8973,0.1934370825885098,-0.0698,-0.09526041533894553,0.3688823048607365,-0.0698,0.025460415338945525,-3.012430107938394e-16,-0.008313466788151586,-0.8703965053829436,-1.0887102453511655,0.008313466788151284,-0.0175,0.19634909709343606,-0.17541797606828297,-0.0175,-0.21384909709343608,-2.1004520461535527e-17,-0.012364164031035699,0.4131002347144618,0.6087616342006514,0.012364164031035678,0.0,1.294823895996601e-05,0.0003415972297418589,2.0149094699707304e-05,-1.294823895996601e-05
63,0.7400000000000005,0.07651206848973885,0.1330051652700959,0.5997920963802306,-0.007949936633557354,0.16312940080543378,0.4696335038903994,-0.0019309156222991747,0.189829329188439,-2.5319196332355315e-16,0.03361659519268283,0.530711491598274,0.19658655224681493,-0.03361659519268308,1.7628,1.6293908598330835,-0.7015071588468944,1.1842417449735891,0.1334091401669164,-2.5444597392470573e-16,-0.2025828152209267,-3.289963714931708,-1.1906335295125092,0.20258281522092644,-0.0698,-0.10270112661760078,-0.7590238843351128,-0.16519898214917228,0.03290112661760078,-3.012430107938394e-16,-0.004390361525813432,1.1710787286908666,0.9369042396881538,0.004390361525813131,-0.0175,0.19607212428616413,0.07710142484780397,-0.0175,-0.21357212428616412,-2.1004520461535527e-17,-0.012963750566743606,-0.348097259765744,-0.31418692246617635,0.012963750566743586,0.0,1.2538695818900197e-05,-0.00016010144632333713,0.0,-1.2538695818900197e-05
64,0.7500000000000006,0.0791810565340833,0.13303474250989133,0.6000082274957077,-0.007929756761179005,0.16413427739094522,0.4696203623379363,-0.0019284083077532994,0.18984869262856002,-2.5319196332355315e-16,0.03256722874666747,-0.4623271140953503,-0.7996442531397386,-0.03256722874666772,1.7628,1.6295060771950831,0.1845242426570607,1.7628,0.1332939228049168,-2.5444597392470573e-16,-0.19869587742882291,2.7770338248914586,2.8973,0.19869587742882266,-0.0698,-0.09866930166315097,0.42815076837170507,-0.0698,0.028869301663150965,-3.012430107938394e-16,-0.005505812500667573,-0.9015457481196103,-1.1359558364843616,0.005505812500667272,-0.0175,0.19589793717469642,-0.062103026499005454,-0.0175,-0.2133979371746964,-2.1004520461535527e-17,-0.011942306921032564,0.34712383829400395,0.4518072642996927,0.011942306921032543,0.0,1.0138369499066642e-05,-0.0001379393909864382,5.979187977213555e-05,-1.0138369499066642e-05
65,0.7600000000000006,0.07803531570118168,0.13322607829313363,0.6001525068970854,-0.008156872493513777,0.16398991315284625,0.46961129875088214,-0.0019266429501588705,0.18986200531669922,-2.5319196332355315e-16,0.03455480328826448,0.5557591279189755,0.20178928412200858,-0.03455480328826473,1.7628,1.6249766988529808,-0.45033300719530245,0.8818271397822738,0.13782330114701913,-2.5444597392470573e-16,-0.20754413206165254,-3.263194451675889,-1.1874668054608772,0.2075441320616523,-0.0698,-0.10916351651512446,-0.9708396945913013,-0.19719635506649735,0.03936351651512446,-3.012430107938394e-16,-0.0016913281689770504,1.1593247179080541,0.9455922481249485,0.0016913281689767492,-0.0175,0.19649175584389728,0.14868181216195245,-0.0175,-0.2139917558438973,-2.1004520461535527e-17,-0.013307667252438395,-0.43157913983205864,-0.2515853829257436,0.013307667252438374,0.0,1.0342914866256615e-05,0.00018562259431483715,5.683243499390506e-05,-1.0342914866256615e-05
66,0.7700000000000006,0.08103585589902991,0.13332771546704397,0.600420771474839,-0.00815113790850966,0.16487584096366517,0.46960505201319663,-0.0019254092980039725,0.1898711916645907,-2.5319196332355315e-16,0.033600528774070756,-0.47576223046311183,-0.8321975542250933,-0.033600528774071006,1.7628,1.6240866498519204,-0.09068990852103109,1.5529194163714555,0.1387133501480795,-2.5444597392470573e-16,-0.20281251798274258,2.9004853650816393,2.8973,0.20281251798274233,-0.0698,-0.1074541148674464,0.33125377652097443,-0.0698,0.037654114867446395,-3.012430107938394e-16,-0.00331800163040275,-0.9853439149939351,-1.1457940925562402,0.0033180016304024487,-0.0175,0.19679720499952946,-0.02800453152176649,-0.0175,-0.21429720499952948,-2.1004520461535527e-17,-0.012789597195556134,0.3171542080218198,0.5380404778515656,0.012789597195556113,0.0,1.1546333508512142e-05,8.596178333474777e-05,0.0,-1.1546333508512142e-05
67,0.7800000000000006,0.08039960774141697,0.13356533135530874,0.6009789669491624,-0.008264062893328782,0.16665536250320584,0.46960074145554054,-0.0019245500292841052,0.18987755410621948,-2.5319196332355315e-16,0.03443559172743715,0.4454444648831605,0.20695800027054378,-0.0344355917274374,1.7628,1.6224611513587643,-0.19751589337193903,1.2003967097056671,0.14033884864123558,-2.5444597392470573e-16,-0.21039752167838258,-3.142333499081026,-1.2779852212197007,0.21039752167838233,-0.0698,-0.10491158082092372,0.2395814853457175,-0.0698,0.03511158082092372,-3.012430107938394e-16,-0.000858197458385002,1.0320145033334127,1.0118879280371547,0.0008581974583847009,-0.0175,0.19755083384243996,0.15986763695269746,-0.0175,-0.21505083384243995,-2.1004520461535527e-17,-0.014457777648930734,-0.4645257304256229,-0.21483743045737091,0.014457777648930713,0.0,9.783527350674418e-06,-0.0001918262840814105,0.0,-9.783527350674418e-06
68,0.7900000000000006,0.08133251691813563,0.13376158639055477,0.6015723771260812,-0.008215281578205851,0.1690185650962127,0.46959776105835704,-0.0019239521474896512,0.18988197520790928,-2.5319196332355315e-16,0.03331158219021656,-0.4734323423764982,-0.7209291987026596,-0.03331158219021681,1.7628,1.619645432755638,-0.3493416091371879,1.3202266825018236,0.14315456724436193,-2.5444597392470573e-16,-0.20464188175802295,2.9958082119982796,2.8973,0.2046418817580227,-0.0698,-0.10221190782869158,0.262213646533259,-0.0698,0.03241190782869158,-3.012430107938394e-16,-0.003135467529986766,-1.0348112589205964,-1.0251489236663351,0.0031354675299864647,-0.0175,0.1973312825879017,-0.10373485008398396,-0.0175,-0.21483128258790168,-2.1004520461535527e-17,-0.01348598264412928,0.4003989444235856,0.5801879516170686,0.01348598264412926,0.0,9.36903736695167e-06,-5.147345779409854e-05,0.00011355806527601516,-9.36903736695167e-06
69,0.8000000000000006,0.08062275510258468,0.13415072834371328,0.6024259008118358,-0.008290960086802992,0.17222123673025883,0.46959569594188805,-0.0019235360994030238,0.18988505571487138,-2.5319196332355315e-16,0.03407848465639867,0.43385094684500114,0.20693968485476377,-0.03407848465639892,1.7628,1.615497748744325,-0.44889778871385444,1.4945781470920834,0.14730225125567498,-2.5444597392470573e-16,-0.21127544687113384,-3.047883195294032,-1.358673157934098,0.2112754468711336,-0.0698,-0.10018414206553182,0.19124311415600342,-0.0698,0.03038414206553182,-3.012430107938394e-16,-0.001192796183854004,0.9792644323376165,1.0598949991604882,0.0011927961838537028,-0.0175,0.19744548989423683,0.10164839090748155,-0.0175,-0.21494548989423684,-2.1004520461535527e-17,-0.014327238448139823,-0.3815604792979525,-0.29251108327055153,0.014327238448139802,0.0,8.010075521424095e-06,-0.00014068290339328682,0.0,-8.010075521424095e-06
70,0.8100000000000006,0.08168923243131139,0.1343307573634773,0.6028338038609529,-0.008228914657740755,0.1740059143708576,0.469594262160892,-0.001923246407258055,0.18988720680308763,-2.5319196332355315e-16,0.032832929686829986,-0.47488653574366146,-0.7064788240961926,-0.032832929686830235,1.7628,1.614234472549309,0.0107271608649862,1.6273157987592541,0.14856552745069096,-2.5444597392470573e-16,-0.2051504333176979,2.9966832142736095,2.8973,0.20515043331769764,-0.0698,-0.09621133504992424,0.37613369129715807,-0.0698,0.02641133504992424,-3.012430107938394e-16,-0.0036821512899460067,-1.0304148921871412,-0.9697220628667869,0.0036821512899457053,-0.0175,0.19728633441290605,-0.07138896126888145,-0.0175,-0.21478633441290607,-2.1004520461535527e-17,-0.013442105851075848,0.34626361148024554,0.4961783868830709,0.013442105851075827,0.0,6.409300934423234e-06,0.00036692300700739457,7.660229922189406e-05,-6.409300934423234e-06
71,0.8200000000000006,0.08060965329500064,0.13460134288813633,0.6032006333057683,-0.00838228493239936,0.17489301699965618,0.46959326498470494,-0.001923044537292645,0.18988871141930802,-2.5319196332355315e-16,0.03437995798520519,0.5134548883591262,0.21222309824901958,-0.03437995798520544,1.7628,1.6094642285842546,-0.5110830567888327,1.1777970587405415,0.15333577141574528,-2.5444597392470573e-16,-0.21185693625472904,-3.0551380096570733,-1.3554797477320284,0.2118569362547288,-0.0698,-0.10355366427634945,-0.7475291048570178,-0.16484301089776415,0.033753664276349446,-3.012430107938394e-16,-0.0012796102062041475,1.0241060990423052,1.0598721025067068,0.0012796102062038464,-0.0175,0.1977041873763008,0.12983063782138385,-0.0175,-0.21520418737630082,-2.1004520461535527e-17,-0.014835335654172535,-0.4350524087054201,-0.23872676467163892,0.014835335654172515,0.0,6.438616747300801e-06,-0.00011525620746846902,0.0,-6.438616747300801e-06
72,0.8300000000000006,0.08308148772318168,0.1344422788290888,0.6030358130329723,-0.008307215307037078,0.1748276299795604,0.4695925704709013,-0.0019229037544526138,0.18988976519599937,-2.5319196332355315e-16,0.03310704003776694,-0.4843865639757161,-0.7884945522407698,-0.03310704003776719,1.7628,1.611451632943956,0.3695136202380279,1.737769228114795,0.15134836705604382,-2.5444597392470573e-16,-0.20563121684228614,3.007548416573287,2.8973,0.20563121684228589,-0.0698,-0.09942098962321161,0.4365114226341581,-0.0698,0.029620989623211608,-3.012430107938394e-16,-0.0037122599586834233,-1.0262173928778218,-1.0138692173926744,0.003712259958683122,-0.0175,0.19686213597508212,-0.14004569362163727,-0.0175,-0.21436213597508214,-2.1004520461535527e-17,-0.01357901636276763,0.39321016000997533,0.5537350939388003,0.013579016362767609,0.0,4.555010713897766e-06,-0.00011776508631205032,6.374727349006261e-05,-4.555010713897766e-06
73,0.8400000000000006,0.08142069760831941,0.13438081673270882,0.6028215067530691,-0.008478297179785897,0.17360704807588917,0.469592086202847,-0.0019228055035074676,0.1898905039278931,-2.5319196332355315e-16,0.034928407506683565,0.540216142138807,0.2195302436735786,-0.034928407506683815,1.7628,1.6087710015190166,-0.2694802239885331,0.8412733162103226,0.15402899848098328,-2.5444597392470573e-16,-0.2123125786042213,-3.054954405897216,-1.3624986818349998,0.21231257860422106,-0.0698,-0.10991242083632338,-0.9830308433928461,-0.19954350564846524,0.04011242083632338,-3.012430107938394e-16,-0.0010781694961032639,1.0459531184696444,1.0559154725472868,0.0010781694961029627,-0.0175,0.19682648154899704,0.09267005295233793,-0.0175,-0.21432648154899703,-2.1004520461535527e-17,-0.014462072375963484,-0.38104701672175134,-0.2845780291078345,0.014462072375963463,0.0,5.128387788182063e-06,0.00024508113608238534,8.132500060086819e-05,-5.128387788182063e-06
74,0.8500000000000006,0.08390678215463289,0.1343268955082367,0.6027429950557944,-0.008421484323838959,0.173391731030381,0.46959174823241007,-0.0019227368937665404,0.18989102216967074,-2.5319196332355315e-16,0.03378594783368657,-0.4958248578662589,-0.8196434021922775,-0.03378594783368682,1.7628,1.6096965125018043,0.09385593811392931,1.5017122118363995,0.15310348749819558,-2.5444597392470573e-16,-0.20551174659068996,3.1059609201129232,2.8973,0.20551174659068971,-0.0698,-0.1082335827512313,0.3385006121527491,-0.0698,0.03843358275123129,-3.012430107938394e-16,-0.0037652078979568877,-1.0869000501744208,-1.0373277625008208,0.0037652078979565863,-0.0175,0.1967822787265765,-0.051569937945207714,-0.0175,-0.2142822787265765,-2.1004520461535527e-17,-0.013581542346233062,0.3446498681046254,0.49674359572945903,0.01358154234623304,0.0,6.619513855675707e-06,0.00011445536467982441,0.0,-6.619513855675707e-06
75,0.8600000000000007,0.08280880164480316,0.1344647877408785,0.6029604110015445,-0.008483669183457165,0.17406515726644448,0.4695915122008788,-0.001922688959222136,0.189891385919996,-2.5319196332355315e-16,0.034440340608380124,0.42863315772294897,0.22553727519676436,-0.034440340608380374,1.7628,1.6099308211180994,-0.011126128741418804,1.1309719618716354,0.15286917888190055,-2.5444597392470573e-16,-0.21116643437936566,-2.9571849751853527,-1.4618669473874055,0.21116643437936541,-0.0698,-0.10561908141676764,0.2465663899076469,-0.0698,0.03581908141676764,-3.012430107938394e-16,-0.0022662984847314524,0.9395610095749055,1.1170217133580735,0.002266298484731151,-0.0175,0.19734359011781644,0.14274114919139946,-0.0175,-0.21484359011781645,-2.1004520461535527e-17,-0.014965824289856995,-0.43547034664971873,-0.23599752933476106,0.014965824289856974,0.0,5.317230180695704e-06,-0.00014652010208766346,0.0,-5.317230180695704e-06
76,0.8700000000000007,0.0832970081761249,0.134636100992462,0.6032737631124674,-0.008400394438087207,0.1752652855271118,0.46959134727532936,-0.0019226554564109619,0.18989164133039402,-2.5319196332355315e-16,0.03315256296171391,-0.4896534496927827,-0.704155882589992,-0.03315256296171416,1.7628,1.6089614010263213,-0.1652762599587167,1.2340795597966232,0.15383859897367858,-2.5444597392470573e-16,-0.2036133411562274,3.1721882706121045,2.8973,0.20361334115622715,-0.0698,-0.10285128096060685,0.268768889244484,-0.0698,0.033051280960606846,-3.012430107938394e-16,-0.005436589483898902,-1.121440682480414,-0.9214306216970563,0.005436589483898601,-0.0175,0.19756862874311285,-0.0365109726831081,-0.0175,-0.21506862874311283,-2.1004520461535527e-17,-0.014451217734699116,0.3187170920357962,0.5551969409685745,0.014451217734699096,0.0,5.223382429540103e-06,4.921258659594546e-06,0.00010398226064209782,-5.223382429540103e-06
77,0.8800000000000007,0.08232718042454584,0.13497798398732802,0.6038252674076008,-0.008440408344819524,0.17733003387912236,0.4695912319894308,-0.0019226320332131133,0.18989182071813254,-2.5319196332355315e-16,0.03377420316310405,0.4203883994608951,0.22443294599906938,-0.0337742031631043,1.7628,1.606661429645243,-0.26250782627337677,1.3959850517481454,0.15613857035475687,-2.5444597392470573e-16,-0.20859636291663317,-2.891505228152372,-1.5432815413622873,0.20859636291663292,-0.0698,-0.10076163649915698,0.19734959611341216,-0.0698,0.03096163649915698,-3.012430107938394e-16,-0.004315977174317568,0.8978330403434358,1.1649333983516028,0.004315977174317267,-0.0175,0.19789576285891122,-0.013697854426724027,-0.0175,-0.2153957628589112,-2.1004520461535527e-17,-0.01635764098312163,-0.5882910370898574,-0.20310735015820341,0.016357640983121608,0.0,4.506632705498397e-06,-1.5841089042017032e-05,0.0,-4.506632705498397e-06
78,0.8900000000000007,0.08319308257283833,0.13531589005948505,0.604391895557404,-0.00833099091620634,0.1799883010428756,0.4695911513789644,-0.0019226156532597405,0.18989194673619347,-2.5319196332355315e-16,0.03248333686635216,-0.4853065304371792,-0.6905820247657295,-0.03248333686635241,1.7628,1.603206592639155,-0.4117117518837072,1.5116163891114316,0.15959340736084493,-2.5444597392470573e-16,-0.2004697079092011,3.2245188872784927,2.8973,0.20046970790920085,-0.0698,-0.09846255665873598,0.22373811845862995,-0.0698,0.028662556658735974,-3.012430107938394e-16,-0.007821954465323817,-1.1498654238960258,-0.8633052229488977,0.007821954465323515,-0.0175,0.1971723038683822,-0.09767682216225373,-0.0175,-0.2146723038683822,-2.1004520461535527e-17,-0.0169609887033718,0.22768712024961701,0.7191521649548303,0.01696098870337178,0.0,4.50655932147253e-06,6.271110876554576e-06,0.0,-4.50655932147253e-06
79,0.9000000000000007,0.08258359529894164,0.13556153504235335,0.6047382752173414,-0.008343695595116517,0.18146950310443127,0.46959109500212415,-0.0019226041966487473,0.18989203527518184,-2.5319196332355315e-16,0.032971099641363376,0.4035142778658328,0.22543983550635993,-0.032971099641363626,1.7628,1.6025451535170503,0.12780761159355108,1.6884590107704667,0.16025484648294963,-2.5444597392470573e-16,-0.20527342868453843,-2.894747822605132,-1.6207612240048859,0.20527342868453818,-0.0698,-0.09500475059896729,0.3424925791339786,-0.0698,0.02520475059896729,-3.012430107938394e-16,-0.006695488458825145,0.9237822864543822,1.212441059618614,0.006695488458824844,-0.0175,0.19729893944969376,0.09252446515664209,-0.0175,-0.21479893944969375,-2.1004520461535527e-17,-0.018832555364730157,-0.4412946771737739,-0.09199921062264277,0.018832555364730136,0.0,1.4009995673384155e-06,-0.00016245282143737184,0.0,-1.4009995673384155e-06
80,0.9100000000000007,0.08300406371007935,0.1356659069560988,0.6048608367406295,-0.00828336639060828,0.18171498223178995,0.46959105556735525,-0.0019225961824968442,0.18989209748809838,-2.5319196332355315e-16,0.03230081935446282,-0.4262796006064854,-0.6672830749967418,-0.03230081935446307,1.7628,1.599467124126214,-0.36152843508874993,1.154231160270046,0.16333287587378598,-2.5444597392470573e-16,-0.1973175590578483,3.2070984257609445,2.8973,0.19731755905784806,-0.0698,-0.10011424485653862,-0.48793126752311516,-0.1408545743422403,0.030314244856538622,-3.012430107938394e-16,-0.009544000984417647,-1.0879314391149952,-0.8702183787837835,0.009544000984417345,-0.0175,0.19729173950266501,-0.04581760632841682,-0.0175,-0.214791739502665,-2.1004520461535527e-17,-0.018430026937971147,0.30459558325600883,0.591955120091615,0.018430026937971127,0.0,2.935991018530177e-06,0.00011727434339270911,0.00015124482489866452,-2.935991018530177e-06
81,0.9200000000000007,0.08325427531983848,0.1355583738054788,0.6047182254747332,-0.008293095691008912,0.18116689790798762,0.46959102798009017,-0.0019225905758634729,0.18989214120588854,-2.5319196332355315e-16,0.0327775144783703,0.40575424197939425,0.16787304577078083,-0.03277751447837055,1.7628,1.602309335323241,0.46742006612901155,1.6681914420790378,0.160490664676759,-2.5444597392470573e-16,-0.20223457659614974,-2.9071659527124485,-1.62855795329816,0.2022345765961495,-0.0698,-0.09626885978665815,0.3558886233038212,-0.0698,0.026468859786658153,-3.012430107938394e-16,-0.008153488525432365,0.9509433586287079,1.164283446990334,0.008153488525432063,-0.0175,0.1976266405143125,0.10022524785737537,-0.0175,-0.21512664051431252,-2.1004520461535527e-17,-0.01973923255001518,-0.3970779799347691,-0.15715536775223982,0.01973923255001516,0.0,1.2412608046426058e-06,-0.00016748182738496174,0.0,-1.2412608046426058e-06
82,0.9300000000000007,0.08312402729856269,0.13529727066788852,0.6043322581334637,-0.008229558795580834,0.17938649498191664,0.46959100867930065,-0.0019225866532207659,0.18989217192851987,-2.5319196332355315e-16,0.03212005565481669,-0.4256870760783176,-0.6679743578063586,-0.03212005565481694,1.7628,1.6025210873283686,-0.03588065579859037,0.8165052512850604,0.1602789126716313,-2.5444597392470573e-16,-0.1943912632383711,3.1963771575995272,2.8973,0.19439126323837086,-0.0698,-0.10149992548215056,-0.5079923945919245,-0.14413774501055598,0.03169992548215056,-3.012430107938394e-16,-0.010751410579171084,-1.064725103382194,-0.8857154504252515,0.010751410579170782,-0.0175,0.19763896670980594,-0.0466740914691816,-0.0175,-0.21513896670980592,-2.1004520461535527e-17,-0.01899420127485818,0.3337180967967376,0.5549918403348904,0.01899420127485816,0.0,2.749159658201014e-06,0.0001022138871141739,0.0001575517409478209,-2.749159658201014e-06
83,0.9400000000000007,0.08292218559630785,0.13524099395180122,0.604223131390009,-0.008256803059796156,0.1787480465792008,0.4695909951751125,-0.0019225839086215025,0.18989219351961595,-2.5319196332355315e-16,0.032783036523942884,0.41914913259701564,0.16872663083978212,-0.03278303652394313,1.7628,1.6042965960682436,0.1674808977335151,1.3181119571716409,0.15850340393175633,-2.5444597392470573e-16,-0.1990957423190269,-2.8637534696784464,-1.6412470516925604,0.19909574231902666,-0.0698,-0.10013423281200437,0.19141806592671995,-0.0698,0.03033423281200437,-3.012430107938394e-16,-0.009411685278495162,0.9182689711719563,1.1507363880155603,0.00941168527849486,-0.0175,0.1982144247533433,0.14264634441764867,-0.0175,-0.2157144247533433,-2.1004520461535527e-17,-0.0204678875276113,-0.4452184165351728,-0.1817644865978723,0.020467887527611278,0.0,2.6808670600928344e-06,-3.1103635804685786e-05,0.0,-2.6808670600928344e-06
84,0.9500000000000007,0.083289136751655,0.1351585023942107,0.6041448943165413,-0.008129475452713012,0.1787324181029076,0.46959098572620794,-0.0019225819882004959,0.18989220869369694,-2.5319196332355315e-16,0.03148660939406784,-0.4852161947845304,-0.6814134247885607,-0.03148660939406809,1.7628,1.6051770008251531,0.023758386655135737,1.1005463337205355,0.1576229991748468,-2.5444597392470573e-16,-0.19070222679413545,3.2480096475880433,2.8973,0.1907022267941352,-0.0698,-0.09790779673422058,0.21655188920426216,-0.0698,0.028107796734220578,-3.012430107938394e-16,-0.012687580679597103,-1.1280365838783386,-0.8429754889439974,0.012687580679596801,-0.0175,0.19779983861274597,-0.09464628255617119,-0.0175,-0.215299838612746,-2.1004520461535527e-17,-0.019298423546508923,0.38738561596832494,0.608961516756063,0.019298423546508903,0.0,3.3436277469398183e-06,5.503545019773359e-05,9.656699323943111e-06,-3.3436277469398183e-06
85,0.9600000000000007,0.08190110232048367,0.13530401853755322,0.6043552938259106,-0.008136161433894503,0.1795409717730459,0.46959097911457703,-0.001922580644425333,0.18989221935814093,-2.5319196332355315e-16,0.03208097585946148,0.4137445474339575,0.23332331963198566,-0.03208097585946173,1.7628,1.6047250931180213,-0.08249135425609475,1.2372256067436387,0.15807490688197867,-2.5444597392470573e-16,-0.19495516915678046,-2.818650799513371,-1.7223918332349617,0.1949551691567802,-0.0698,-0.09628925441821284,0.15218367715097197,-0.0698,0.026489254418212843,-3.012430107938394e-16,-0.011666199884819942,0.888392317206748,1.229537229315113,0.01166619988481964,-0.0175,0.19799908254360896,0.10922696304126508,-0.0175,-0.21549908254360894,-2.1004520461535527e-17,-0.02027092812620942,-0.39470116267196287,-0.23299822759625372,0.020270928126209398,0.0,2.903672865979555e-06,-6.1617650983828e-05,0.0,-2.903672865979555e-06
86,0.9700000000000008,0.08237992756799217,0.13552062487150654,0.6046737886729023,-0.008013610539139276,0.18087156053324516,0.46959097448814724,-0.001922579704126297,0.18989222685328166,-2.5319196332355315e-16,0.030801274601340356,-0.47987713127336795,-0.6703923543096513,-0.03080127460134061,1.7628,1.6031313166739392,-0.22123039898472202,1.3470906093119241,0.15966868332606077,-2.5444597392470573e-16,-0.1862281924376741,3.276127167614671,2.8973,0.18622819243767386,-0.0698,-0.09443584319477834,0.18077853076396533,-0.0698,0.024635843194778337,-3.012430107938394e-16,-0.015234167883164229,-1.1543154889877423,-0.795062718128191,0.015234167883163927,-0.0175,0.1980242003507373,-0.04874707398827563,-0.0175,-0.21552420035073733,-2.1004520461535527e-17,-0.019478500497448672,0.33924731468602864,0.556868587681638,0.01947850049744865,0.0,3.6777314389191873e-06,0.00011246878420865268,3.838826805599156e-05,-3.6777314389191873e-06
87,0.9800000000000008,0.0814468175028303,0.1359491868829112,0.6052315989350378,-0.008019426425251292,0.18306361677209743,0.4695909712507894,-0.0019225790461472444,0.18989223212103512,-2.5319196332355315e-16,0.0313951273514195,0.4105513156453503,0.23346693446264308,-0.03139512735141975,1.7628,1.600228113491101,-0.32633284194675416,1.498579865593208,0.16257188650889898,-2.5444597392470573e-16,-0.19020235052420154,-2.792865384618114,-1.78630162811328,0.19020235052420129,-0.0698,-0.09314683140979609,0.12068840536629936,-0.0698,0.023346831409796084,-3.012430107938394e-16,-0.014498142530988616,0.8561958985511317,1.2761888320530537,0.014498142530988314,-0.0175,0.19824578165391119,-0.024389197423562353,-0.0175,-0.21574578165391117,-2.1004520461535527e-17,-0.02119637822168038,-0.5702362329766199,-0.18341931070643944,0.02119637822168036,0.0,3.8059557697130476e-06,5.364737599649592e-05,0.0,-3.8059557697130476e-06
88,0.9900000000000008,0.0823700380195832,0.13597366682250134,0.6053017324627332,-0.00788341500271375,0.18390097762755336,0.46959096898541114,-0.001922578585717901,0.1898922358233553,-2.5319196332355315e-16,0.030039368415557155,-0.47986368176112615,-0.6617123344567083,-0.030039368415557408,1.7628,1.600274816201663,0.14802280639523618,1.626907934017946,0.16252518379833703,-2.5444597392470573e-16,-0.181585154038476,3.2408374832411972,2.8973,0.18158515403847575,-0.0698,-0.08986407440358031,0.30984315735437384,-0.0698,0.02006407440358031,-3.012430107938394e-16,-0.018054194225706484,-1.1276381217580977,-0.7402107583032251,0.018054194225706182,-0.0175,0.19744815808837038,-0.08331078262100353,-0.0175,-0.21494815808837037,-2.1004520461535527e-17,-0.021742118689513257,0.2215108696389909,0.7398072587500627,0.021742118689513236,0.0,2.867812295919192e-06,0.0004480348505525627,0.0,-2.867812295919192e-06
