frame,time,mean_abs_qpos_error,ee_target_distance,ee_x,ee_y,ee_z,target_x,target_y,target_z,joint_0_target_qpos,joint_0_current_qpos,joint_0_current_qvel,joint_0_ctrl,joint_0_qpos_error,joint_1_target_qpos,joint_1_current_qpos,joint_1_current_qvel,joint_1_ctrl,joint_1_qpos_error,joint_2_target_qpos,joint_2_current_qpos,joint_2_current_qvel,joint_2_ctrl,joint_2_qpos_error,joint_3_target_qpos,joint_3_current_qpos,joint_3_current_qvel,joint_3_ctrl,joint_3_qpos_error,joint_4_target_qpos,joint_4_current_qpos,joint_4_current_qvel,joint_4_ctrl,joint_4_qpos_error,joint_5_target_qpos,joint_5_current_qpos,joint_5_current_qvel,joint_5_ctrl,joint_5_qpos_error,joint_6_target_qpos,joint_6_current_qpos,joint_6_current_qvel,joint_6_ctrl,joint_6_qpos_error,joint_7_target_qpos,joint_7_current_qpos,joint_7_current_qvel,joint_7_ctrl,joint_7_qpos_error
15,0.2600000000000002,0.21185100160013715,0.6633903911070774,0.3633468186038244,0.00532568375610796,0.8390334594825078,0.5,4.840572387365682e-19,0.18989221435935666,-2.5319196332355315e-16,-0.002724876631474386,0.01912125908500236,-0.0972595440016529,0.0027248766314741327,1.7628,0.4174371179142597,5.158369789073412,1.7628,1.3453628820857402,-2.5444597392470573e-16,-0.007191696623336783,-1.972600112354297,-2.5666932348855416,0.007191696623336529,-0.0698,-0.06774274902196921,0.0018178671488340184,-0.0698,-0.002057250978030792,-3.012430107938394e-16,0.06749814186343198,1.2405147069117741,0.13336991589913866,-0.06749814186343228,-0.0175,0.19627023321788167,0.11218873641796609,-0.0175,-0.2137702332178817,-2.1004520461535527e-17,-0.01574723631205669,-0.33741037991003753,-0.2351946813366358,0.01574723631205667,0.0,-1.541133469792457e-06,-0.00036756182013636564,0.0,1.541133469792457e-06
16,0.2700000000000002,0.20679423235567773,0.6383444932361172,0.3901580483087411,0.006122623535604108,0.8186854732833678,0.5,3.494426970007679e-19,0.1898922233398179,-2.5319196332355315e-16,-0.0037536726431616004,-0.11761162111235451,0.002677753966790701,0.003753672643161347,1.7628,0.4715455690005362,5.579781316885687,1.7628,1.2912544309994638,-2.5444597392470573e-16,0.004188642062325599,3.1060431379338285,2.0301336853409895,-0.004188642062325853,-0.0698,-0.06773253375093366,0.00044048043276063704,-0.0698,-0.002067466249066341,-3.012430107938394e-16,0.06586504731579704,-1.092089649852132,-1.7804998418192324,-0.06586504731579734,-0.0175,0.1964924946779389,-0.02022761592169137,-0.0175,-0.2139924946779389,-2.1004520461535527e-17,-0.014869322879190345,0.3224379351599377,0.4633882704064909,0.014869322879190324,0.0,6.371150577819119e-06,4.904632376948921e-06,0.0003798908878947053,-6.371150577819119e-06
17,0.2800000000000002,0.1994996809971902,0.6112371845237844,0.41750202085654414,0.009012704607537551,0.7954694339265325,0.5,2.450817326860032e-19,0.18989222965158115,-2.5319196332355315e-16,0.006919226603089212,1.5548639838059404,0.1476410022576453,-0.006919226603089465,1.7628,0.5290041186834019,5.8605333887356785,1.7628,1.2337958813165981,-2.5444597392470573e-16,-0.0068028997624915355,-3.57368047675007,-2.8973,0.006802899762491281,-0.0698,-0.06773734940742303,-0.001241333760273065,-0.0698,-0.002062650592576973,-3.012430107938394e-16,0.06519395647632317,0.7005905600022425,0.5651692713257532,-0.06519395647632348,-0.0175,0.19728008003931,0.1605578191176333,-0.0175,-0.21478008003930998,-2.1004520461535527e-17,-0.01631491937677046,-0.43116267485697823,-0.2034833521264151,0.01631491937677044,0.0,2.1916638167539556e-06,-0.0008759875837705566,0.0,-2.1916638167539556e-06
18,0.2900000000000002,0.19323397572887208,0.5818333364316646,0.4450861068155053,0.011283742959212379,0.7690184490558691,0.5,2.0816681711721677e-19,0.18989223408770278,-2.5319196332355315e-16,0.009869043012066253,-0.4623928175463783,-1.6102177966306561,-0.009869043012066507,1.7628,0.5903807524127304,6.321665079771398,1.7628,1.1724192475872695,-2.5444597392470573e-16,0.0007862143514820773,3.5481588670224,2.8973,-0.0007862143514823318,-0.0698,-0.06775671224867734,-0.002390525102256106,-0.0698,-0.0020432877513226616,-3.012430107938394e-16,0.06332437567282531,-0.7672820294247229,-1.2221422118128302,-0.06332437567282562,-0.0175,0.19778236372327387,-0.0021288850149048556,-0.0175,-0.21528236372327386,-2.1004520461535527e-17,-0.015791673936315143,0.319357719564275,0.5616820298711418,0.015791673936315122,0.0,1.1695544009223369e-06,-1.0372263991480897e-05,0.0008584542732365249,-1.1695544009223369e-06
19,0.3000000000000002,0.18493967194861957,0.550166170259226,0.4724545360965219,0.013767993948141558,0.7391958915341055,0.5,1.9484414082171488e-19,0.18989223720556406,-2.5319196332355315e-16,0.015529555623479182,1.1837443712352964,0.3834404734498462,-0.015529555623479435,1.7628,0.6553291334639082,6.609361304355938,1.7628,1.1074708665360917,-2.5444597392470573e-16,-0.005179299855631237,-3.2667271722280673,-2.8973,0.005179299855630983,-0.0698,-0.06778784161866327,-0.003565878254880616,-0.0698,-0.002012158381336726,-3.012430107938394e-16,0.06608124570783769,0.9560425687081,0.26068702404211797,-0.066081245707838,-0.0175,0.19815814204270915,0.1422505510792857,-0.0175,-0.21565814204270917,-2.1004520461535527e-17,-0.018348218456326233,-0.5721615575886545,-0.19302432807375403,0.018348218456326212,0.0,1.4871434551378998e-06,-1.5177267153430433e-05,1.015828784102202e-06,-1.4871434551378998e-06
20,0.3100000000000002,0.17878512171835842,0.516051100784315,0.49919749758242626,0.01625403003824533,0.7056866762785878,0.5,2.431388423929092e-19,0.18989223939690836,-2.5319196332355315e-16,0.01735307972286819,-0.4236615809637211,-1.307980816223132,-0.017353079722868443,1.7628,0.7243045250338588,7.0885192137369835,1.7628,1.0384954749661413,-2.5444597392470573e-16,0.003910765633151146,3.597744345119442,2.8973,-0.0039107656331514,-0.0698,-0.0678292406952912,-0.004533347387973464,-0.0698,-0.0019707593047088023,-3.012430107938394e-16,0.06613539823324072,-0.6191765781459884,-1.484692534370804,-0.06613539823324102,-0.0175,0.19787946962314418,-0.04737220519346299,-0.0175,-0.2153794696231442,-2.1004520461535527e-17,-0.017463687070290657,0.37124918515045857,0.7189473052392642,0.017463687070290636,0.0,1.4676282532435838e-06,-2.259805958378886e-05,3.280119512327234e-06,-1.4676282532435838e-06
21,0.32000000000000023,0.17008876277272486,0.481267955527369,0.5238354430660936,0.018523314083182203,0.6702125543808255,0.5,2.0067281170099698e-19,0.1898922409370649,-2.5319196332355315e-16,0.02174011739551785,0.9839960735501923,0.28483694318077357,-0.021740117395518104,1.7628,0.7929715277802695,6.747064222365141,1.2194445859921466,0.9698284722197305,-2.5444597392470573e-16,-0.0009818984766921364,-3.0657981502455174,-2.8973,0.000981898476691882,-0.0698,-0.06913543344636905,-0.13288939433064964,-0.0698,-0.000664566553630952,-3.012430107938394e-16,0.06764356413291037,0.2796445061172851,0.09009339228006019,-0.06764356413291067,-0.0175,0.19838421752883045,0.12077592395720554,-0.0175,-0.21588421752883047,-2.1004520461535527e-17,-0.02059823757353517,-0.7670481582465518,-0.23153968858813348,0.02059823757353515,0.0,3.742093915133833e-06,-1.1785896846735789e-05,1.085703355784019e-05,-3.742093915133833e-06
22,0.33000000000000024,0.16216810199684534,0.44690703733308307,0.5453669629761588,0.020216111468338415,0.6340307874366841,0.5,1.3739009929736309e-19,0.1898922420195437,-2.5319196332355315e-16,0.023485867210397006,-0.3250898279154222,-1.157917012714337,-0.02348586721039726,1.7628,0.8600174241584704,6.675036660338655,1.0115635553927023,0.9027825758415295,-2.5444597392470573e-16,0.0077919935120841196,3.4235330910039696,2.8973,-0.007791993512084374,-0.0698,-0.070382221911734,-0.11964050346611542,-0.0698,0.0005822219117340016,-3.012430107938394e-16,0.05971759976220631,-1.4922996278415381,-0.8207930191805705,-0.05971759976220661,-0.0175,0.1981938964026466,-0.057038929696065874,-0.0175,-0.21569389640264658,-2.1004520461535527e-17,-0.02032599749524838,0.44199398169429077,0.9318340588348331,0.020325997495248358,0.0,5.043522819103984e-06,9.573115694609183e-05,0.0,-5.043522819103984e-06
23,0.34000000000000025,0.15379814945733322,0.4131576726468786,0.5640144238714275,0.021667033245694103,0.5974851225926997,0.5,3.766431611040843e-19,0.1898922427803501,-2.5319196332355315e-16,0.02744797817267022,0.8458351655383634,0.1372028902322441,-0.027447978172670473,1.7628,0.9252006214933615,6.415815519079934,0.5472239463935811,0.8375993785066385,-2.5444597392470573e-16,0.001765427807394298,-3.2099995489983773,-2.8973,-0.0017654278073945524,-0.0698,-0.07152285371082377,-0.10926103813459176,-0.0698,0.0017228537108237713,-3.012430107938394e-16,0.05546847902629843,0.26471540908721686,1.0145588297438852,-0.05546847902629873,-0.0175,0.19859762058654282,0.049091397039736764,-0.0175,-0.2160976205865428,-2.1004520461535527e-17,-0.02250287874110246,-0.6818929177058999,-0.2793860017323039,0.02250287874110244,0.0,5.522465347129366e-06,8.721954561475869e-05,0.0,-5.522465347129366e-06
24,0.35000000000000026,0.1453262673771023,0.37996664308493827,0.5798083515781957,0.022889308385345298,0.5606770278427675,0.5,3.3362201889985957e-19,0.18989224331507343,-2.5319196332355315e-16,0.02894771028577264,-0.28654609213950494,-1.0654189909197271,-0.028947710285772893,1.7628,0.9890134095563207,6.355411063828149,0.2849795089731737,0.7737865904436793,-2.5444597392470573e-16,0.008243576040012322,3.1434014911678916,2.8973,-0.008243576040012577,-0.0698,-0.072516135117755,-0.09499789191408514,-0.0698,0.0027161351177549947,-3.012430107938394e-16,0.04693235782214183,-1.5807257023981385,-0.7084632412976066,-0.046932357822142126,-0.0175,0.1985109660289954,0.004903893625871068,-0.0175,-0.2160109660289954,-2.1004520461535527e-17,-0.023152800892734176,0.24007010569909956,0.8619159476347193,0.023152800892734155,0.0,6.364589756450599e-06,4.895316563765033e-05,0.0,-6.364589756450599e-06
25,0.36000000000000026,0.137474562652606,0.34749482251237623,0.5929179631275364,0.023373834973825454,0.5239170446260284,0.5,4.546363285840017e-19,0.1898922436908972,-2.5319196332355315e-16,0.031122275762531314,0.38955705014132475,0.054964409853321794,-0.031122275762531567,1.7628,1.0511264732923438,6.121628557326525,-0.16511834027871508,0.7116735267076562,-2.5444597392470573e-16,0.002252293578900444,-2.8109601572835805,-2.8973,-0.0022522935789006985,-0.0698,-0.0734467946290116,-0.09056611360093522,-0.0698,0.0036467946290116016,-3.012430107938394e-16,0.04306231837765866,0.4822454687124533,1.2052668398210016,-0.043062318377658955,-0.0175,0.19845583646098672,-0.03032068470499874,-0.0175,-0.2159558364609867,-2.1004520461535527e-17,-0.02589291315308491,-0.3240161964449522,-0.05484769855722632,0.02589291315308489,0.0,5.030951675457612e-07,-0.0006669571290130181,0.0,-5.030951675457612e-07
26,0.3700000000000003,0.12920080772062476,0.31568393565482766,0.6035577870177109,0.022898850152881917,0.4872266930863034,0.5,4.31876756579186e-19,0.18989224395504037,-2.5319196332355315e-16,0.028947402019247375,-0.6032585769108715,-0.6385352562415773,-0.02894740201924763,1.7628,1.1120324217201578,6.06760156777195,-0.4282403436652755,0.6507675782798421,-2.5444597392470573e-16,0.011828328018140256,3.4000569426271805,2.7929418086523747,-0.01182832801814051,-0.0698,-0.07423491357733401,-0.0753991492793195,-0.0698,0.004434913577334013,-3.012430107938394e-16,0.03624998088185661,-1.433520043437969,-0.8267440157337249,-0.03624998088185691,-0.0175,0.19866782444912567,0.05948366653925176,-0.0175,-0.2161678244491257,-2.1004520461535527e-17,-0.024388745637918006,0.4205224151908342,0.5311595016696313,0.024388745637917986,0.0,4.2408165997418085e-06,0.00031913758537290357,0.000662932367672652,-4.2408165997418085e-06
27,0.3800000000000003,0.12159862671000807,0.28481722425543343,0.6117529066192375,0.022130393551781497,0.45093320792983416,0.5,2.825517597671025e-19,0.18989224414069025,-2.5319196332355315e-16,0.02890122206978053,0.3771479260616025,0.37167936075689045,-0.028901222069780783,1.7628,1.1712817667643258,5.830331234081618,-0.8614609415332133,0.5915182332356741,-2.5444597392470573e-16,0.006824690361932945,-3.028573311727113,-2.8973,-0.006824690361933199,-0.0698,-0.07496633079185977,-0.07003770088822155,-0.0698,0.005166330791859769,-3.012430107938394e-16,0.033147233482125366,0.4173310769290207,1.1435201963831136,-0.033147233482125664,-0.0175,0.19889952204047973,0.04844801908555042,-0.0175,-0.21639952204047974,-2.1004520461535527e-17,-0.027402328312211365,-0.6743698563918049,-0.22541245008749033,0.027402328312211344,0.0,5.40072270022949e-06,-7.681732136845734e-06,0.0,-5.40072270022949e-06
28,0.3900000000000003,0.11367062012709558,0.2549187824155042,0.6176926395408516,0.021242683648837243,0.4150161581886095,0.5,4.113376306236207e-19,0.18989224427117207,-2.5319196332355315e-16,0.02703535941288708,-0.5487995093973058,-0.6083577026198488,-0.027035359412887334,1.7628,1.2293191475703196,5.783791583619178,-1.0981853681962255,0.5334808524296804,-2.5444597392470573e-16,0.013833201092039282,3.1219992832488166,2.8973,-0.013833201092039537,-0.0698,-0.07559091692297734,-0.05986772280108463,-0.0698,0.0057909169229773405,-3.012430107938394e-16,0.0255311892495924,-1.5205450610953868,-0.682508944786026,-0.025531189249592703,-0.0175,0.19938786028129324,0.05773862556565795,-0.0175,-0.21688786028129325,-2.1004520461535527e-17,-0.028259842583329798,0.31950006768397643,0.8935884828894957,0.028259842583329777,0.0,6.099346122323762e-06,4.6381974701073314e-05,0.0,-6.099346122323762e-06
